trb,trb_per_g,ws_per_48,college_name,fg3_pct,mp,g,ft_pct,player,fg_pct,vorp,seasons,bpm,ast_per_g,pts_per_g,team_id,pts,ast,pick_overall,mp_per_g,ws,ranker
2098,3.7,.058,Furman University,,14908,565,.728,Frank Selvy,.394,,9,,2.8,10.8,BLB,6120,1579,1,26.4,17.9,1
12849,16.2,.213,Louisiana State University,,30690,792,.761,Bob Pettit,.436,,11,,3.0,26.4,MLH,20880,2369,2,38.8,136.0,2
2855,4.1,.080,University of Maryland,,23338,699,.806,Gene Shue,.396,,10,,3.7,14.4,PHW,10068,2608,3,33.4,38.9,3
352,4.1,.057,University of Notre Dame,,1594,85,.702,Dick Rosenthal,.362,,2,,2.0,6.8,FTW,575,170,4,18.8,1.9,4
1113,3.4,.072,College of the Holy Cross,,4344,324,.730,Togo Palazzi,.386,,6,,0.7,7.4,BOS,2382,233,5,13.4,6.5,5
10092,11.2,.107,University of Illinois at Urbana-Champaign,,27784,905,.723,Red Kerr,.418,,12,,2.2,13.8,SYR,12480,2004,6,30.7,61.8,6
492,2.9,.076,Western Kentucky University,,2587,168,.709,Tom Marshall,.388,,4,,1.1,5.7,ROC,952,188,7,15.4,4.1,7
154,2.4,.032,Western Kentucky University,,922,65,.789,Jack Turner,.360,,1,,1.2,4.3,NYK,282,77,8,14.2,0.6,8
1182,5.7,.059,University of Minnesota,,4358,209,.688,Ed Kalafat,.345,,3,,1.5,7.1,MNL,1474,310,9,20.9,5.3,9
1217,2.9,.016,Indiana University,,11632,426,.745,Slick Leonard,.349,,7,,3.3,9.9,BLB,4204,1427,10,27.3,3.8,10
,,,Oklahoma State University,,,,,Bob Mattick,,,,,,,MLH,,,11,,,11
2705,3.8,.142,Niagara University,,21198,706,.841,Larry Costello,.438,,12,,4.6,12.2,PHW,8622,3215,12,30.0,62.7,12
,,,Oklahoma City University,,,,,Arnold Short,,,,,,,FTW,,,13,,,13
822,5.3,.048,University of Idaho,,2216,155,.572,Red Morrison,.396,,3,,0.9,3.6,BOS,555,135,14,14.3,2.2,14
527,2.5,.103,Indiana University,,3822,211,.700,Dick Farley,.384,,3,,1.8,6.5,SYR,1378,386,15,18.1,8.2,15
19,3.2,-.010,New York University,,59,6,.615,Boris Nachamkin,.300,,1,,0.5,3.3,ROC,20,3,16,9.8,0.0,16
4278,5.0,.121,Iona College,,27449,848,.780,Richie Guerin,.416,,13,,5.0,17.3,NYK,14676,4211,17,32.4,69.2,17
1722,2.5,.029,Bowling Green State University,,13649,687,.707,Al Bianchi,.374,,10,,2.2,8.1,MNL,5550,1497,18,19.9,8.2,18
,,,Lawrence Technological University,,,,,Werner Killen,,,,,,,BLB,,,19,,,19
,,,Marshall University,,,,,Walt Walowac,,,,,,,MLH,,,20,,,20
,,,Benedictine College,,,,,Ben Peters,,,,,,,PHW,,,21,,,21
,,,University of Kansas,,,,,B.H. Born,,,,,,,FTW,,,22,,,22
,,,St. Francis College,,,,,Henry Daubenschmidt,,,,,,,BOS,,,23,,,23
349,3.5,.047,Duquesne University,,1301,99,.762,Jim Tucker,.349,,3,,0.5,4.1,SYR,407,52,24,13.1,1.3,24
,,,Cornell University,,,,,Lee Morton,,,,,,,ROC,,,25,,,25
2,2.0,-.263,Missouri State University,,10,1,.750,Don Anielak,.000,,1,,0.0,3.0,NYK,3,0,26,10.0,-0.1,26
,,,Rice University,,,,,Don Lance,,,,,,,MNL,,,27,,,27
,,,University of Toledo,,,,,Burt Spice,,,,,,,BLB,,,28,,,28
10,1.4,-.094,University of Toledo,,47,7,1.000,Phil Martin,.263,,1,,0.9,1.7,MLH,12,6,29,6.7,-0.1,29
1075,2.6,-.005,University of Louisville,,9212,411,.731,Chuck Noble,.346,,7,,3.3,8.0,PHW,3276,1344,30,22.4,-0.9,30
,,,North Carolina State University,,,,,Mel Thompson,,,,,,,FTW,,,31,,,31
,,,College of the Holy Cross,,,,,Ron Perry,,,,,,,BOS,,,32,,,32
