trb,trb_per_g,ws_per_48,college_name,fg3_pct,mp,g,ft_pct,player,fg_pct,vorp,seasons,bpm,ast_per_g,pts_per_g,team_id,pts,ast,pick_overall,mp_per_g,ws,ranker
1860,2.7,.087,Providence College,,23590,698,.829,Jimmy Walker,.461,0.7,9,-1.7,3.5,16.7,DET,11655,2429,1,33.8,42.9,1
2796,3.0,.125,Winston-Salem State University,,29636,926,.807,Earl Monroe,.464,7.1,13,0.0,3.9,18.8,BAL,17454,3594,2,32.0,77.4,2
2087,3.1,.097,Western Kentucky University,,17624,681,.792,Clem Haskins,.449,0.5,9,-1.4,3.5,12.8,CHI,8743,2382,3,25.9,35.8,3
114,2.0,-.003,St. John's University,,398,57,.581,Sonny Dove,.394,,2,,0.4,3.1,DET,174,23,4,7.0,0.0,4
4830,5.9,.176,Southern Illinois University,.000,30965,825,.786,Walt Frazier,.490,20.9,13,4.1,6.1,18.9,NYK,15581,5040,5,37.5,113.5,5
1283,5.0,.065,Oklahoma Baptist University,,5348,257,.702,Al Tucker,.453,,4,,0.9,9.5,SEA,2431,230,6,20.8,7.2,6
855,1.6,.026,University of Kentucky,,8187,528,.705,Pat Riley,.414,-3.2,9,-6.0,1.7,7.4,SDR,3906,913,7,15.5,4.5,7
52,1.2,.107,Seattle University,,187,43,.711,Tom Workman,.432,,3,,0.1,2.5,STL,109,5,8,4.3,0.4,8
34,3.1,-.002,University of New Mexico,,126,11,.565,Mel Daniels,.371,-0.1,9,-4.2,0.5,3.5,CIN,39,6,9,11.5,0.0,9
427,3.8,.028,University of Texas at El Paso,,1244,112,.644,Dave Lattin,.400,,2,,0.6,4.5,SFW,506,62,10,11.1,0.7,10
118,1.7,.043,New York University,,889,70,.657,Mal Graham,.398,,2,,1.1,4.7,BOS,327,75,11,12.7,0.8,11
68,2.5,-.001,Brigham Young University,,177,27,.647,Craig Raymond,.344,,1,,0.3,2.0,PHI,55,8,12,6.6,0.0,12
272,1.9,.115,Grambling State University,,2590,140,.738,Jimmy Jones,.505,1.0,10,-0.4,2.0,6.4,BAL,901,283,13,18.5,6.2,13
,,,Georgetown University,,,,,Steve Sullivan,,,,,,,DET,,,14,,,14
96,1.8,.078,University of Denver,,480,53,.818,Byron Beck,.435,-0.3,10,-4.6,0.6,4.7,CHI,250,33,15,9.1,0.8,15
,,,Clemson University,,,,,Randolph Mahaffey,,,,,,,LAL,,,16,,,16
3454,4.3,.099,University of North Dakota,.000,14201,807,.736,Phil Jackson,.453,3.3,12,-0.5,1.1,6.7,NYK,5428,898,17,17.6,29.3,17
,,,Drake University,,,,,Bob Netolicky,,,,,,,SDR,,,18,,,18
3333,8.3,.092,Colorado State University,,11862,403,.686,Bob Rule,.461,-0.2,8,-3.5,1.5,17.4,SEA,7007,594,19,29.4,22.7,19
,,,Seattle University,,,,,Malkin Strong,,,,,,,BAL,,,20,,,20
,,,Baylor University,,,,,Darrell Hardy,,,,,,,DET,,,21,,,21
,,,Arkansas State University,,,,,John Dickson,,,,,,,CHI,,,22,,,22
,,,Western Kentucky University,,,,,Dwight Smith,,,,,,,LAL,,,23,,,23
2065,7.0,.017,University of South Carolina,,7397,296,.715,Gary Gregor,.431,,5,,1.5,9.8,NYK,2905,436,24,25.0,2.6,24
18,0.9,.032,Duke University,,216,21,.625,Bob Verga,.452,-0.2,6,-5.2,0.8,5.0,STL,104,17,25,10.3,0.1,25
23,0.5,-.093,Oklahoma City University,,276,44,.700,Gary Gray,.366,,1,,0.6,2.4,CIN,105,26,26,6.3,-0.5,26
