ranker,pick_overall,team_id,player,college_name,seasons,g,mp,pts,trb,ast,fg_pct,fg3_pct,ft_pct,mp_per_g,pts_per_g,trb_per_g,ast_per_g,ws,ws_per_48,bpm,vorp
1,1,LAC,Blake Griffin,University of Oklahoma,6,405,14369,8749,3893,1633,.522,.273,.660,35.5,21.6,9.6,4.0,54.8,.183,4.2,22.3
2,2,MEM,Hasheem Thabeet,University of Connecticut,5,224,2357,483,595,27,.567,,.578,10.5,2.2,2.7,0.1,4.8,.099,-1.4,0.4
3,3,OKC,James Harden,Arizona State University,7,492,16124,10005,2171,2278,.441,.366,.855,32.8,20.3,4.4,4.6,68.6,.204,5.0,28.6
4,4,SAC,Tyreke Evans,University of Memphis,7,428,14326,7158,2104,2263,.446,.286,.757,33.5,16.7,4.9,5.3,23.0,.077,1.0,10.7
5,5,MIN,Ricky Rubio,,5,236,7462,2374,1024,1953,.364,.312,.804,31.6,10.1,4.3,8.3,13.9,.090,1.4,6.4
6,6,MIN,Jonny Flynn,Syracuse University,3,163,3738,1504,307,634,.400,.338,.809,22.9,9.2,1.9,3.9,-1.1,-.015,-4.9,-2.7
7,7,GSW,Stephen Curry,Davidson College,7,453,15818,9815,1911,3108,.474,.441,.901,34.9,21.7,4.2,6.9,62.4,.189,5.5,30.1
8,8,NYK,Jordan Hill,University of Arizona,7,364,6900,2910,2180,276,.496,.136,.696,19.0,8.0,6.0,0.8,15.0,.105,-1.9,0.1
9,9,TOR,DeMar DeRozan,University of Southern California,7,482,16279,8498,1861,1216,.442,.272,.821,33.8,17.6,3.9,2.5,30.5,.090,-1.4,2.4
10,10,MIL,Brandon Jennings,,7,419,14094,6869,1348,2569,.391,.350,.802,33.6,16.4,3.2,6.1,26.9,.092,1.0,10.8
11,11,NJN,Terrence Williams,University of Louisville,4,153,2922,1085,545,364,.412,.317,.659,19.1,7.1,3.6,2.4,-0.2,-.004,-3.8,-1.4
12,12,CHA,Gerald Henderson,Duke University,7,423,11271,4917,1397,850,.440,.318,.791,26.6,11.6,3.3,2.0,14.4,.061,-2.2,-0.5
