ranker,pick_overall,team_id,player,college_name,seasons,g,mp,pts,trb,ast,fg_pct,fg3_pct,ft_pct,mp_per_g,pts_per_g,trb_per_g,ast_per_g,ws,ws_per_48,bpm,vorp
1,1,CLE,Kyrie Irving,Duke University,5,266,9099,5540,931,1488,.452,.385,.862,34.2,20.8,3.5,5.6,27.2,.143,3.2,12.0
2,2,MIN,Derrick Williams,University of Arizona,5,336,7237,3104,1393,221,.431,.295,.711,21.5,9.2,4.1,0.7,11.4,.075,-3.1,-1.9
3,3,UTA,Enes Kanter,,5,331,7030,3417,2155,192,.517,.353,.754,21.2,10.3,6.5,0.6,16.6,.113,-2.9,-1.5
4,4,CLE,Tristan Thompson,University of Texas at Austin,5,342,9775,3370,2918,273,.492,.000,.627,28.6,9.9,8.5,0.8,22.5,.110,-1.4,1.5
5,5,TOR,Jonas Valanciunas,,4,245,6447,2701,1974,158,.552,.000,.777,26.3,11.0,8.1,0.6,21.1,.157,-0.7,2.1
6,6,WAS,Jan Vesely,,3,162,2455,590,562,96,.521,.000,.408,15.2,3.6,3.5,0.6,4.0,.078,-0.6,0.9
7,7,SAC,Bismack Biyombo,,5,323,6858,1448,2059,95,.495,,.553,21.2,4.5,6.4,0.3,11.7,.082,-2.6,-1.0
8,8,DET,Brandon Knight,University of Kentucky,5,315,10332,4977,1104,1442,.418,.360,.803,32.8,15.8,3.5,4.6,11.5,.054,-0.9,2.9
9,9,CHA,Kemba Walker,University of Connecticut,5,321,10724,5345,1200,1712,.400,.322,.818,33.4,16.7,3.7,5.3,18.7,.084,1.5,9.4
10,10,MIL,Jimmer Fredette,Brigham Young University,5,233,3143,1409,236,323,.411,.380,.878,13.5,6.0,1.0,1.4,2.3,.036,-4.0,-1.6
11,11,GSW,Klay Thompson,Washington State University,5,343,11097,6115,1107,810,.446,.421,.841,32.4,17.8,3.2,2.4,25.3,.109,0.5,7.1
12,12,UTA,Alec Burks,University of Colorado,5,256,5928,2740,748,500,.432,.362,.751,23.2,10.7,2.9,2.0,8.7,.070,-1.9,0.1
13,13,PHO,Markieff Morris,University of Kansas,5,333,8369,3769,1784,555,.444,.327,.760,25.1,11.3,5.4,1.7,13.4,.077,-0.5,3.1
