ranker,pick_overall,team_id,player,college_name,seasons,g,mp,pts,trb,ast,fg_pct,fg3_pct,ft_pct,mp_per_g,pts_per_g,trb_per_g,ast_per_g,ws,ws_per_48,bpm,vorp
1,1,CLE,Andrew Wiggins,University of Kansas,2,121,4329,2198,522,238,.437,.286,.748,35.8,18.2,4.3,2.0,3.7,.041,-2.4,-0.4
2,2,MIL,Jabari Parker,Duke University,2,60,1674,705,290,84,.484,.190,.753,27.9,11.8,4.8,1.4,2.7,.078,-2.2,-0.1
3,3,PHI,Joel Embiid,University of Kansas,,,,,,,,,,,,,,,,,
4,4,ORL,Aaron Gordon,University of Arizona,2,84,1513,506,353,76,.465,.309,.709,18.0,6.0,4.2,0.9,3.3,.105,-0.5,0.6
5,5,UTA,Dante Exum,,1,82,1817,393,131,198,.349,.314,.625,22.2,4.8,1.6,2.4,-0.1,-.003,-3.8,-0.8
6,6,BOS,Marcus Smart,Oklahoma State University,2,85,2277,666,293,257,.352,.309,.657,26.8,7.8,3.4,3.0,3.4,.072,0.9,1.6
7,7,LAL,Julius Randle,University of Kentucky,2,40,1042,414,370,64,.402,.278,.674,26.1,10.4,9.3,1.6,0.4,.017,-4.5,-0.7
8,8,SAC,Nik Stauskas,University of Michigan,2,110,1986,579,176,131,.360,.317,.782,18.1,5.3,1.6,1.2,0.2,.006,-3.9,-1.0
9,9,CHH,Noah Vonleh,Indiana University,2,66,892,210,241,26,.391,.258,.769,13.5,3.2,3.7,0.4,1.1,.058,-3.8,-0.4
10,10,PHI,Elfrid Payton,University of Louisiana at Lafayette,2,116,3488,1104,471,733,.423,.286,.579,30.1,9.5,4.1,6.3,3.6,.049,-0.8,1.1
11,11,DEN,Doug McDermott,Creighton University,2,72,1064,396,122,30,.427,.401,.742,14.8,5.5,1.7,0.4,1.1,.048,-4.5,-0.7
12,12,ORL,Dario Saric,,,,,,,,,,,,,,,,,,
13,13,MIN,Zach LaVine,"University of California, Los Angeles",2,117,2835,1274,339,402,.418,.332,.840,24.2,10.9,2.9,3.4,-0.2,-.004,-3.8,-1.3
14,14,PHO,T.J. Warren,North Carolina State University,2,79,1522,685,217,61,.508,.358,.740,19.3,8.7,2.7,0.8,3.2,.101,-1.4,0.2
15,15,ATL,Adreian Payne,Michigan State University,2,60,1014,287,222,43,.406,.300,.667,16.9,4.8,3.7,0.7,-0.6,-.027,-5.5,-0.9
16,16,CHI,Jusuf Nurkic,,2,68,1192,477,419,53,.435,.000,.627,17.5,7.0,6.2,0.8,1.7,.067,-1.1,0.3
17,17,BOS,James Young,University of Kentucky,2,47,483,126,62,20,.341,.244,.515,10.3,2.7,1.3,0.4,0.4,.038,-3.9,-0.2
18,18,PHO,Tyler Ennis,Syracuse University,2,49,584,176,53,90,.374,.286,.706,11.9,3.6,1.1,1.8,-0.5,-.039,-6.9,-0.7
19,19,CHI,Gary Harris,Michigan State University,2,88,1714,546,152,87,.393,.293,.755,19.5,6.2,1.7,1.0,0.5,.013,-2.3,-0.1
20,20,TOR,Bruno Caboclo,,2,10,25,10,3,0,.308,.667,,2.5,1.0,0.3,0.0,-0.2,-.321,-19.4,-0.1
21,21,OKC,Mitch McGary,University of Michigan,2,42,530,211,177,16,.526,.000,.604,12.6,5.0,4.2,0.4,1.2,.109,-3.1,-0.1
22,22,MEM,Jordan Adams,"University of California, Los Angeles",2,32,263,101,30,19,.402,.385,.607,8.2,3.2,0.9,0.6,0.4,.071,-0.4,0.1
23,23,UTA,Rodney Hood,Duke University,2,86,2147,905,225,178,.414,.353,.819,25.0,10.5,2.6,2.1,4.4,.097,-0.5,0.8
24,24,CHH,Shabazz Napier,University of Connecticut,2,84,1416,399,146,197,.364,.344,.793,16.9,4.8,1.7,2.3,0.6,.019,-3.3,-0.5
25,25,HOU,Clint Capela,,2,51,936,319,312,34,.567,,.398,18.4,6.3,6.1,0.7,2.5,.130,0.6,0.6
26,26,MIA,P.J. Hairston,University of North Carolina,2,80,1356,463,183,44,.333,.311,.851,17.0,5.8,2.3,0.6,0.9,.033,-3.3,-0.5
27,27,PHO,Bogdan Bogdanovic,,,,,,,,,,,,,,,,,,
28,28,LAC,C.J. Wilcox,University of Washington,2,23,104,41,7,9,.400,.368,1.000,4.5,1.8,0.3,0.4,-0.1,-.040,-6.8,-0.1
29,29,OKC,Josh Huestis,Stanford University,,,,,,,,,,,,,,,,,
30,30,SAS,Kyle Anderson,"University of California, Los Angeles",2,70,804,200,152,66,.427,.304,.673,11.5,2.9,2.2,0.9,1.7,.103,-0.5,0.3
31,31,MIL,Damien Inglis,,1,8,42,8,9,2,.250,.200,.750,5.3,1.0,1.1,0.3,-0.1,-.081,-8.1,-0.1
