ranker,pick_overall,team_id,player,college_name,seasons,g,mp,pts,trb,ast,fg_pct,fg3_pct,ft_pct,mp_per_g,pts_per_g,trb_per_g,ast_per_g,ws,ws_per_48,bpm,vorp
42,,INO,Gene Rhodes,Western Kentucky University,1,65,1162,337,98,91,.319,,.704,17.9,5.2,1.5,1.4,0.9,.037,,
43,,INO,Gordon Stauffer,Michigan State University,,,,,,,,,,,,,,,,,
44,,INO,Dale Toft,University of Denver,,,,,,,,,,,,,,,,,
45,,INO,Skippy Whitaker,University of Kentucky,1,3,15,2,1,1,.167,,,5.0,0.7,0.3,0.3,-0.1,-.283,,
46,,INO,Zeke Zawoluk,St. John's University,3,179,3534,1210,732,217,.372,,.767,19.7,6.8,4.1,1.2,8.2,.111,,
47,,MLH,Pete Brewster,Purdue University,,,,,,,,,,,,,,,,,
48,,MLH,Roger Johnson,University of Arizona,,,,,,,,,,,,,,,,,
49,,MLH,George McLeod,Texas Christian University,1,10,85,12,21,4,.125,,.533,8.5,1.2,2.1,0.4,-0.2,-.115,,
50,,MLH,Eddie Miller,Syracuse University,2,142,3675,1452,1206,210,.374,,.692,25.9,10.2,8.5,1.5,5.1,.066,,
51,,MLH,Ab Nicholas,University of Wisconsin,,,,,,,,,,,,,,,,,
52,,MLH,Dick Retherford,Baldwin-Wallace College,,,,,,,,,,,,,,,,,
53,,MLH,John Snee,Clemson University,,,,,,,,,,,,,,,,,
54,,MLH,Jim Tackett,University of New Mexico,,,,,,,,,,,,,,,,,
55,,MLH,Coyt Vance,Mississippi State University,,,,,,,,,,,,,,,,,
56,,MLH,Bobby Watson,University of Kentucky,1,63,702,175,87,79,.323,,.689,11.1,2.8,1.4,1.3,,,,
57,,MNL,Tom Ackerman,West Liberty State College,,,,,,,,,,,,,,,,,
58,,MNL,Jim Bishop,University of Southern Mississippi,,,,,,,,,,,,,,,,,
59,,MNL,Rod Fletcher,University of Illinois at Urbana-Champaign,,,,,,,,,,,,,,,,,
60,,MNL,Cliff Haag,University of Wyoming,,,,,,,,,,,,,,,,,
61,,MNL,Jim Holstein,University of Cincinnati,4,225,3476,859,659,249,.323,,.647,15.4,3.8,2.9,1.1,2.5,.035,,
62,,MNL,Bob Holt,Tulane University,,,,,,,,,,,,,,,,,
63,,MNL,Tom Katsimpalis,Eastern Illinois University,,,,,,,,,,,,,,,,,
64,,MNL,Carl McNulty,Purdue University,1,1,14,2,0,0,.167,,,14.0,2.0,0.0,0.0,-0.1,-.357,,
65,,MNL,Dick Means,University of Minnesota,,,,,,,,,,,,,,,,,
66,,MNL,Dwight Morrison,University of Southern California,,,,,,,,,,,,,,,,,
67,,MNL,Ed Ramiraz,Centenary College of Louisiana,,,,,,,,,,,,,,,,,
68,,MNL,Don Schneider,University of Arizona,,,,,,,,,,,,,,,,,
69,,MNL,Gene Smith,Xavier University,,,,,,,,,,,,,,,,,
70,,MNL,Gene Smith,Huron University,,,,,,,,,,,,,,,,,
71,,MNL,Homer Spain,Union University,,,,,,,,,,,,,,,,,
72,,MNL,John Wallesea,University of Memphis,,,,,,,,,,,,,,,,,
73,,NYK,Roy Belliveau,Seton Hall University,,,,,,,,,,,,,,,,,
74,,NYK,Dick Bunt,New York University,1,26,271,92,28,17,.276,,.708,10.4,3.5,1.1,0.7,-0.3,-.050,,
75,,NYK,Bert Cook,Utah State University,1,37,424,118,72,33,.316,,.680,11.5,3.2,1.9,0.9,0.0,-.006,,
76,,NYK,Ben Gibson,Saint Mary's College of California,,,,,,,,,,,,,,,,,
77,,NYK,Bud Julian,Missouri State University,,,,,,,,,,,,,,,,,
78,,NYK,Paul Sullivan,University of Alabama,,,,,,,,,,,,,,,,,
79,,NYK,Dick Surhoff,Long Island University,2,58,545,178,94,32,.295,,.717,9.4,3.1,1.6,0.6,0.1,.013,,
80,,PHW,Tom Brennan,Villanova University,1,11,52,10,5,2,.455,,,4.7,0.9,0.5,0.2,0.1,.048,,
81,,PHW,Bob Brown,University of Louisville,,,,,,,,,,,,,,,,,
82,,PHW,Burr Carlson,University of Connecticut,,,,,,,,,,,,,,,,,
83,,PHW,Newt Jones,La Salle University,,,,,,,,,,,,,,,,,
84,,PHW,Nick Kladis,Loyola University of Chicago,,,,,,,,,,,,,,,,,
85,,PHW,Moe Radovich,University of Wyoming,1,4,33,14,1,8,.385,,1.000,8.3,3.5,0.3,2.0,0.1,.153,,
86,,PHW,Don Scanlon,University of Pennsylvania,,,,,,,,,,,,,,,,,
87,,PHW,Glenn Smith,University of Utah,,,,,,,,,,,,,,,,,
88,,PHW,Ben Stewart,Villanova University,,,,,,,,,,,,,,,,,
89,,ROC,Bryant Ivey,University of Alabama,,,,,,,,,,,,,,,,,
90,,ROC,Leroy Leslie,University of Notre Dame,,,,,,,,,,,,,,,,,
91,,ROC,Ronnie MacGilvray,St. John's University,1,6,57,8,9,11,.167,,.571,9.5,1.3,1.5,1.8,-0.1,-.046,,
92,,ROC,Jewell McDowell,Texas A&M University,,,,,,,,,,,,,,,,,
93,,ROC,Jack McMahon,St. John's University,8,524,14228,4237,1390,1939,.337,,.637,27.2,8.1,2.7,3.7,6.2,.021,,
94,,ROC,Sam Miranda,Indiana University,,,,,,,,,,,,,,,,,
95,,ROC,Jerry Romney,Brigham Young University,,,,,,,,,,,,,,,,,
96,,ROC,Ray Royce,University of Houston,,,,,,,,,,,,,,,,,
97,,ROC,Arnold Smith,City College of New York,,,,,,,,,,,,,,,,,
98,,ROC,Ray Sonnenberg,Saint Louis University,,,,,,,,,,,,,,,,,
99,,ROC,Ray Steiner,Saint Louis University,,,,,,,,,,,,,,,,,
100,,ROC,Bob Whitmer,Florida State University,,,,,,,,,,,,,,,,,
101,,SYR,Jim Brasco,New York University,1,20,248,77,24,21,.266,,.794,12.4,3.9,1.2,1.1,-0.2,-.036,,
102,,SYR,Bud Donnelly,La Salle University,,,,,,,,,,,,,,,,,
103,,SYR,Jim Kennedy,Duquesne University,,,,,,,,,,,,,,,,,
104,,SYR,Ken McBride,University of Maryland Eastern Shore,1,12,249,117,31,14,.327,,.724,20.8,9.8,2.6,1.2,-0.4,-.084,,
105,,SYR,Harry Moore,West Virginia University,,,,,,,,,,,,,,,,,
106,,SYR,Bob Roche,Syracuse University,,,,,,,,,,,,,,,,,
