ranker,pick_overall,team_id,player,college_name,seasons,g,mp,pts,trb,ast,fg_pct,fg3_pct,ft_pct,mp_per_g,pts_per_g,trb_per_g,ast_per_g,ws,ws_per_48,bpm,vorp
1,1,NOH,Anthony Davis,University of Kentucky,4,232,7835,4671,2247,372,.518,.229,.783,33.8,20.1,9.7,1.6,34.1,.209,4.4,12.6
2,2,CHA,Michael Kidd-Gilchrist,University of Kentucky,3,195,5114,1750,1195,246,.464,.167,.689,26.2,9.0,6.1,1.3,9.0,.084,-1.4,0.8
3,3,WAS,Bradley Beal,University of Florida,4,210,7025,3338,808,632,.421,.399,.784,33.5,15.9,3.8,3.0,11.3,.077,-0.4,2.8
4,4,CLE,Dion Waiters,Syracuse University,4,251,7102,3324,659,638,.412,.327,.709,28.3,13.2,2.6,2.5,4.7,.032,-2.9,-1.7
5,5,SAC,Thomas Robinson,University of Kansas,4,228,3052,1095,1038,119,.468,.000,.538,13.4,4.8,4.6,0.5,3.5,.055,-3.5,-1.2
6,6,POR,Damian Lillard,Weber State University,4,280,10271,5818,1080,1736,.427,.369,.864,36.7,20.8,3.9,6.2,29.8,.139,2.8,12.4
7,7,GSW,Harrison Barnes,University of North Carolina,4,264,7239,2606,1204,372,.444,.374,.745,27.4,9.9,4.6,1.4,14.9,.099,-0.7,2.3
8,8,TOR,Terrence Ross,University of Washington,4,269,6245,2420,701,239,.414,.372,.808,23.2,9.0,2.6,0.9,8.8,.067,-1.2,1.3
9,9,DET,Andre Drummond,University of Connecticut,4,261,7667,3386,3219,151,.562,.250,.387,29.4,13.0,12.3,0.6,26.7,.167,1.1,5.9
10,10,NOH,Austin Rivers,Duke University,4,242,5118,1735,458,489,.404,.316,.634,21.1,7.2,1.9,2.0,1.9,.018,-3.8,-2.4
11,11,POR,Meyers Leonard,University of Illinois at Urbana-Champaign,4,198,3205,1096,779,134,.494,.369,.822,16.2,5.5,3.9,0.7,7.0,.105,-1.8,0.2
12,12,HOU,Jeremy Lamb,University of Connecticut,4,185,3136,1446,486,214,.435,.339,.830,17.0,7.8,2.6,1.2,7.2,.111,-1.1,0.7
13,13,PHO,Kendall Marshall,University of North Carolina,4,140,2840,730,235,743,.400,.370,.600,20.3,5.2,1.7,5.3,1.1,.018,-5.6,-2.6
14,14,MIL,John Henson,University of North Carolina,4,236,4496,1874,1244,236,.539,.000,.533,19.1,7.9,5.3,1.0,10.1,.108,0.6,2.9
15,15,PHI,Maurice Harkless,St. John's University,4,242,5344,1596,840,191,.454,.303,.577,22.1,6.6,3.5,0.8,6.5,.058,-1.0,1.4
