trb,trb_per_g,ws_per_48,college_name,fg3_pct,mp,g,ft_pct,player,fg_pct,vorp,seasons,bpm,ast_per_g,pts_per_g,team_id,pts,ast,pick_overall,mp_per_g,ws,ranker
4189,6.1,.075,Purdue University,.340,25346,688,.820,Glenn Robinson,.459,10.3,11,-0.4,2.7,20.7,MIL,14234,1879,1,36.8,39.8,1
8725,6.3,.133,University of California,.349,50111,1391,.785,Jason Kidd,.400,78.2,19,4.2,8.7,12.6,DAL,17529,12091,2,36.0,138.6,2
6169,6.0,.138,Duke University,.314,34776,1026,.769,Grant Hill,.483,42.5,18,2.8,4.1,16.7,DET,17137,4252,3,33.9,99.9,3
6376,6.7,.113,University of Connecticut,.350,25027,957,.731,Donyell Marshall,.435,19.1,15,1.0,1.4,11.2,MIN,10716,1305,4,26.2,59.0,4
7428,6.1,.078,University of Michigan,.120,36654,1208,.764,Juwan Howard,.469,10.1,19,-0.9,2.2,13.4,WSB,16159,2663,5,30.3,59.4,5
1023,5.0,.015,Clemson University,.083,4531,203,.618,Sharone Wright,.456,-4.1,4,-5.6,0.6,9.7,PHI,1974,118,6,22.3,1.4,6
3033,4.1,.052,University of California,.360,18477,736,.759,Lamond Murray,.430,1.4,11,-1.7,1.3,11.3,LAC,8286,978,7,25.1,19.8,7
5622,7.4,.122,Xavier University,.214,21417,756,.746,Brian Grant,.490,10.4,12,-0.1,1.2,10.5,SAC,7933,923,8,28.3,54.5,8
2159,4.6,.048,University of North Carolina,.000,8479,465,.478,Eric Montross,.490,-3.0,8,-3.4,0.4,4.5,BOS,2071,207,9,18.2,8.5,9
3857,4.0,.147,Temple University,.373,32778,954,.809,Eddie Jones,.437,45.1,14,3.5,2.9,14.8,LAL,14155,2812,10,34.4,100.6,10
1272,4.3,.095,Tennessee State University,.258,5654,298,.562,Carlos Rogers,.536,0.2,8,-1.8,0.6,7.4,SEA,2196,182,11,19.0,11.1,11
580,2.1,.069,University of Arizona,.363,5837,277,.744,Khalid Reeves,.416,0.6,6,-1.6,3.2,7.8,MIA,2167,886,12,21.1,8.4,12
3193,3.5,.081,University of Michigan,.355,27925,923,.801,Jalen Rose,.443,11.9,13,-0.3,3.8,14.3,DEN,13220,3527,13,30.3,47.2,13
281,2.6,-.033,George Washington University,,1002,110,.570,Yinka Dare,.396,-2.0,4,-9.8,0.0,2.1,NJN,233,4,14,9.1,-0.7,14
1716,2.2,.102,University of Nebraska,.399,14613,789,.839,Eric Piatkowski,.434,5.5,14,-0.5,1.0,7.5,IND,5919,778,15,18.5,31.0,15
897,5.2,.063,University of Louisville,.182,2984,173,.465,Clifford Rozier,.496,-0.1,4,-2.1,0.6,4.8,GSW,827,98,16,17.2,3.9,16
2587,3.3,.100,Temple University,.350,19156,793,.779,Aaron McKie,.438,12.9,13,0.7,2.7,7.4,POR,5871,2126,17,24.2,40.0,17
351,3.1,.034,University of Pittsburgh,.750,1570,113,.475,Eric Mobley,.541,-0.8,3,-4.0,0.5,3.9,MIL,440,57,18,13.9,1.1,18
198,1.3,.027,University of Missouri-Kansas City,.327,2222,156,.608,Tony Dumas,.404,-1.6,4,-4.8,1.2,7.3,DAL,1140,186,19,14.2,1.3,19
62,1.1,-.039,University of Texas at Austin,.314,809,55,.700,B.J. Tyler,.381,-1.1,1,-7.2,3.2,3.5,PHI,195,174,20,14.7,-0.7,20
1187,3.6,.044,Providence College,.222,5201,327,.618,Dickey Simpkins,.440,-2.3,7,-3.8,0.9,4.2,CHI,1388,305,21,15.9,4.7,21
290,2.0,.047,Boston College,.222,1614,147,.743,Bill Curley,.444,-0.6,5,-3.6,0.4,2.7,SAS,394,60,22,11.0,1.6,22
2402,3.3,.102,Auburn University,.418,20727,733,.778,Wesley Person,.457,13.8,11,0.6,1.7,11.2,PHO,8192,1234,23,28.3,44.0,23
1296,2.8,.072,University of Notre Dame,.111,7624,456,.665,Monty Williams,.481,0.5,9,-1.8,1.2,6.3,NYK,2884,544,24,16.7,11.4,24
741,2.7,.077,University of Louisville,.226,5144,277,.767,Greg Minor,.478,-0.3,5,-2.2,1.4,6.9,LAC,1902,384,25,18.6,8.2,25
1648,2.6,.113,Florida State University,.364,14080,630,.771,Charlie Ward,.408,13.3,11,1.8,4.0,6.3,NYK,3947,2539,26,22.3,33.0,26
158,0.9,.057,Oklahoma State University,.376,1714,168,.647,Brooks Thompson,.409,0.1,4,-1.7,1.7,4.5,ORL,760,281,27,10.2,2.0,27
,,,University of Illinois at Urbana-Champaign,,,,,Deon Thomas,,,,,,,DAL,,,28,,,28
210,1.5,.057,Duke University,.000,1395,143,.719,Antonio Lang,.455,-0.3,6,-2.8,0.3,2.3,PHO,329,50,29,9.8,1.7,29
1324,1.7,.058,Boston College,.350,16013,786,.827,Howard Eisley,.407,-1.0,12,-2.2,3.5,6.5,MIN,5116,2748,30,20.4,19.5,30
,,,University of Kentucky,,,,,Rodney Dent,,,,,,,ORL,,,31,,,31
1243,3.1,.076,Marquette University,.100,5927,401,.551,Jim McIlvaine,.446,2.8,7,-0.1,0.3,2.7,WSB,1072,105,32,14.8,9.4,32
525,3.8,.047,Duquesne University,.143,2657,139,.487,Derrick Alston,.489,-0.1,3,-2.1,0.7,5.4,PHI,751,94,33,19.1,2.6,33
5,1.3,.076,Northwestern Oklahoma State University,.000,42,4,1.000,Gaylon Nickerson,.333,-0.1,1,-7.0,0.3,3.8,ATL,15,1,34,10.5,0.1,34
