trb,trb_per_g,ws_per_48,college_name,fg3_pct,mp,g,ft_pct,player,fg_pct,vorp,seasons,bpm,ast_per_g,pts_per_g,team_id,pts,ast,pick_overall,mp_per_g,ws,ranker
5159,6.8,.100,University of Cincinnati,.234,23134,757,.629,Kenyon Martin,.483,15.5,15,0.7,1.9,12.3,NJN,9325,1439,1,30.6,48.0,1
2535,4.6,.095,Louisiana State University,.074,10804,547,.699,Stromile Swift,.473,0.2,9,-1.9,0.5,8.4,VAN,4582,275,2,19.8,21.3,2
2190,4.9,.039,,.168,11730,446,.590,Darius Miles,.472,2.3,7,-1.2,1.9,10.1,LAC,4507,840,3,26.3,9.5,3
1340,4.6,.022,Iowa State University,.191,6032,289,.691,Marcus Fizer,.435,-4.1,6,-4.7,1.2,9.6,CHI,2782,352,4,20.9,2.7,4
4326,4.3,.106,University of Florida,.407,27555,995,.769,Mike Miller,.460,20.5,16,1.0,2.6,11.0,ORL,10928,2633,5,27.7,60.7,5
769,2.2,.052,University of Cincinnati,.336,5930,344,.789,DerMarr Johnson,.411,0.6,7,-1.6,0.9,6.2,ATL,2121,304,6,17.2,6.4,6
2302,5.3,.073,University of Texas at Austin,.231,8758,436,.704,Chris Mihm,.459,-4.1,8,-3.8,0.5,7.5,CHI,3262,223,7,20.1,13.3,7
2560,2.4,.080,University of Michigan,.349,32826,1060,.861,Jamal Crawford,.410,11.4,16,-0.6,3.6,15.5,CLE,16431,3811,8,31.0,55.0,8
3665,6.2,.094,University of Minnesota,.000,11733,592,.557,Joel Przybilla,.552,3.3,13,-0.9,0.4,3.9,HOU,2293,256,9,19.8,23.0,9
964,1.3,.063,University of Missouri,.349,14134,728,.799,Keyon Dooling,.416,-3.6,13,-3.0,2.2,7.0,ORL,5067,1601,10,19.4,18.5,10
395,2.7,.074,"University of California, Los Angeles",.000,1392,145,.593,Jerome Moiso,.489,-0.6,5,-3.8,0.3,2.7,BOS,386,38,11,9.6,2.1,11
1927,4.7,.101,Syracuse University,,7084,409,.603,Etan Thomas,.513,-1.0,9,-2.6,0.4,5.7,DAL,2341,149,12,17.3,14.9,12
409,2.2,.048,"California State University, Fresno",.339,4067,187,.813,Courtney Alexander,.422,-2.1,3,-4.0,1.2,9.0,ORL,1690,227,13,21.7,4.1,13
175,1.0,-.021,Michigan State University,.267,1863,167,.728,Mateen Cleaves,.389,-2.0,6,-6.3,1.9,3.6,DET,609,310,14,11.2,-0.8,14
443,2.9,.042,Georgia Institute of Technology,.350,2178,151,.738,Jason Collier,.455,-2.3,5,-6.3,0.3,5.6,MIL,841,51,15,14.4,1.9,15
3971,4.0,.114,,.384,26695,997,.784,Hedo Turkoglu,.426,21.4,15,1.2,2.8,11.1,SAC,11022,2832,16,26.8,63.3,16
2863,4.5,.056,Oklahoma State University,.260,19641,643,.740,Desmond Mason,.449,-1.9,10,-2.4,1.6,12.1,SEA,7767,1049,17,30.5,23.1,17
3666,4.7,.076,DePaul University,.355,20785,783,.718,Quentin Richardson,.397,8.9,13,-0.3,1.5,10.3,LAC,8032,1138,18,26.5,32.8,18
4408,6.5,.091,University of Kentucky,.000,14621,680,.639,Jamaal Magloire,.480,-3.3,12,-2.9,0.6,7.2,CHH,4917,386,19,21.5,27.7,19
830,2.5,.080,Hofstra University,.193,8548,334,.762,Speedy Claxton,.409,2.8,7,-0.7,4.3,9.3,PHI,3096,1441,20,25.6,14.2,20
2483,3.5,.089,Michigan State University,.373,19366,711,.773,Morris Peterson,.418,9.7,11,0.0,1.5,10.7,TOR,7628,1090,21,27.2,35.7,21
827,4.0,.069,University of Florida,.100,3318,205,.659,Donnell Harvey,.460,-0.6,5,-2.7,0.8,5.6,NYK,1150,161,22,16.2,4.7,22
1832,2.2,.032,,.340,18396,824,.698,DeShawn Stevenson,.406,-4.6,13,-3.0,1.6,7.2,UTA,5930,1355,23,22.3,12.1,23
238,2.5,-.043,,.000,973,95,.559,Dalibor Bagaric,.361,-1.2,3,-6.8,0.4,2.6,CHI,251,37,24,10.2,-0.9,24
1238,3.9,.095,,.000,5005,315,.657,Jake Tsakalidis,.490,-1.3,7,-3.1,0.3,4.8,PHO,1497,101,25,15.9,9.9,25
225,3.3,.101,Auburn University,.000,858,69,.736,Mamadou N'Diaye,.427,-0.7,5,-5.3,0.1,3.8,DEN,262,8,26,12.4,1.8,26
1327,3.9,.084,,.167,6192,342,.701,Primoz Brezec,.498,-0.8,8,-2.5,0.5,7.2,IND,2452,179,27,18.1,10.8,27
21,0.8,.027,St. John's University,.267,266,27,.900,Erick Barkley,.356,-0.1,2,-3.8,1.5,2.9,POR,77,40,28,9.9,0.2,28
1157,2.6,.074,Stanford University,.063,5335,453,.527,Mark Madsen,.457,-0.2,9,-2.2,0.4,2.2,LAL,975,181,29,11.8,8.2,29
1200,2.7,.052,,.344,11246,447,.730,Marko Jaric,.404,4.3,7,-0.5,3.6,7.1,LAC,3193,1600,30,25.2,12.1,30
199,1.5,.012,Vanderbilt University,.289,1253,133,.613,Dan Langhi,.391,-1.5,4,-6.8,0.3,3.0,DAL,393,39,31,9.4,0.3,31
80,1.0,.010,Indiana University,.378,1246,80,.822,A.J. Guyton,.377,-1.1,3,-5.4,1.8,5.5,CHI,442,147,32,15.6,0.3,32
1539,3.4,.087,University of Connecticut,.333,6443,450,.714,Jake Voskuhl,.487,-0.3,9,-2.2,0.5,4.0,CHI,1814,237,33,14.3,11.6,33
81,1.6,.030,University of Connecticut,.333,936,50,.778,Khalid El-Amin,.370,-0.4,1,-3.8,2.9,6.3,CHI,314,145,34,18.7,0.6,34
