ranker,pick_overall,team_id,player,college_name,seasons,g,mp,pts,trb,ast,fg_pct,fg3_pct,ft_pct,mp_per_g,pts_per_g,trb_per_g,ast_per_g,ws,ws_per_48,bpm,vorp
2,1,BOS,Chuck Share,Bowling Green State University,9,596,13023,4928,4986,809,.400,,.693,21.9,8.3,8.4,1.4,40.9,.151,,
3,2,BLB,Don Rehfeldt,University of Wisconsin,2,98,788,692,494,118,.370,,.758,20.2,7.1,5.0,1.2,3.5,.048,,
4,3,TRI,Bob Cousy,College of the Holy Cross,14,924,30165,16960,4786,6955,.375,,.803,35.3,18.4,5.2,7.5,91.1,.139,,
5,4,WSC,Dick Schnittker,Ohio State University,6,364,6744,3030,1372,479,.379,,.825,20.1,8.3,3.8,1.3,22.0,.132,,
6,5,CHS,Larry Foust,La Salle University,12,817,21890,11198,8041,1368,.405,,.741,29.2,13.7,9.8,1.7,74.3,.153,,
7,6,NYK,Irwin Dambrot,City College of New York,,,,,,,,,,,,,,,,,
8,7,FTW,George Yardley,Stanford University,7,472,15767,9063,4220,815,.422,,.780,33.4,19.2,8.9,1.7,58.5,.178,,
9,8,INO,Bob Lavoy,Western Kentucky University,4,264,5433,2156,1634,391,.384,,.707,27.0,8.2,6.2,1.5,15.9,.132,,
10,9,ROC,Joe McNamee,University of San Francisco,2,118,695,289,238,58,.298,,.620,12.0,2.4,2.0,0.5,-0.5,.000,,
11,10,MNL,Kevin O'Shea,University of Notre Dame,3,174,2368,911,402,358,.337,,.680,21.3,5.2,2.3,2.1,3.8,.034,,
12,11,SYR,Don Lofgran,University of San Francisco,4,209,3422,1265,817,216,.329,,.692,23.1,6.1,3.9,1.0,3.1,.044,,
13,,BLB,John Pilch,University of Wyoming,1,9,41,5,9,2,.100,,.500,4.6,0.6,1.0,0.2,-0.1,-.118,,
14,,BOS,Chuck Cooper,Duquesne University,6,409,7964,2725,2431,734,.339,,.743,23.2,6.7,5.9,1.8,11.6,.050,,
15,,CHS,Wally Osterkorn,University of Illinois at Urbana-Champaign,4,204,5187,1436,1218,346,.334,,.592,25.4,7.0,6.0,1.7,8.9,.082,,
16,,FTW,Jim Riffey,Tulane University,1,35,,150,61,16,.351,,.769,,4.3,1.7,0.5,0.2,,,
17,,INO,Paul Unruh,Bradley University,,,,,,,,,,,,,,,,,
18,,MNL,Hal Haskins,Hamline University,,,,,,,,,,,,,,,,,
19,,NYK,Herb Scherer,Long Island University,2,32,167,115,76,23,.289,,.592,13.9,3.6,2.4,0.7,-0.4,-.092,,
20,,PHW,Ed Dahler,Duquesne University,1,14,112,35,22,5,.368,,1.000,8.0,2.5,1.6,0.4,0.1,.036,,
21,,ROC,George Stanich,"University of California, Los Angeles",,,,,,,,,,,,,,,,,
22,,SYR,Gerry Calabrese,St. John's University,2,104,937,492,149,148,.348,,.702,16.2,4.7,1.4,1.4,1.9,.046,,
23,,TRI,Ed Gayda,Washington State University,1,15,,56,39,13,.413,,.750,,3.7,2.6,0.9,0.6,,,
24,,WSC,Bill Sharman,University of Southern California,11,711,21793,12665,2793,2101,.426,,.883,32.0,17.8,3.9,3.0,82.8,.178,,
25,,BLB,Dick Dickey,North Carolina State University,1,45,440,127,81,50,.294,,.681,9.8,2.8,1.8,1.1,0.3,.028,,
26,,BOS,Bob Donham,Ohio State University,4,273,4866,1818,1071,706,.480,,.507,23.7,6.7,3.9,2.6,18.0,.132,,
27,,CHS,Lou Watson,Indiana University,,,,,,,,,,,,,,,,,
28,,FTW,Art Burris,University of Tennessee,2,74,514,187,205,54,.260,,.627,12.5,2.5,2.8,0.7,-1.0,-.073,,
29,,INO,Chuck Mrazovich,Eastern Kentucky University,1,25,,85,40,13,.350,,.604,,3.4,1.6,0.5,0.4,,,
30,,MNL,Howie Williams,Purdue University,,,,,,,,,,,,,,,,,
31,,NYK,Stan Weber,Bowling Green State University,,,,,,,,,,,,,,,,,
32,,PHW,Buddy Cate,Western Kentucky University,,,,,,,,,,,,,,,,,
33,,ROC,Bob Roper,John Carroll University,,,,,,,,,,,,,,,,,
34,,SYR,Stan Christie,University of Southern California,,,,,,,,,,,,,,,,,
35,,TRI,Clarence Brannum,Kansas State University,,,,,,,,,,,,,,,,,
36,,WSC,Alan Sawyer,"University of California, Los Angeles",1,33,,217,121,25,.370,,.860,,6.6,3.7,0.8,0.9,,,
37,,BLB,Jerry Reed,University of Wyoming,,,,,,,,,,,,,,,,,
38,,BOS,Ken Reeves,University of Louisville,,,,,,,,,,,,,,,,,
