ranker,pick_overall,team_id,player,college_name,seasons,g,mp,pts,trb,ast,fg_pct,fg3_pct,ft_pct,mp_per_g,pts_per_g,trb_per_g,ast_per_g,ws,ws_per_48,bpm,vorp
1,1,MIL,Kareem Abdul-Jabbar,"University of California, Los Angeles",20,1560,57446,38387,17440,5660,.559,.056,.721,36.8,24.6,11.2,3.6,273.4,.228,5.8,86.0
2,2,PHO,Neal Walk,University of Florida,8,568,13832,7157,4392,1214,.459,,.758,24.4,12.6,7.7,2.1,30.3,.105,0.8,3.7
3,3,SEA,Lucius Allen,"University of California, Los Angeles",10,702,20159,9407,2205,3174,.463,,.760,28.7,13.4,3.1,4.5,42.0,.100,0.5,7.6
4,4,DET,Terry Driscoll,Boston College,5,244,3281,1015,1026,189,.425,,.690,13.4,4.2,4.2,0.8,5.0,.074,-1.4,0.1
5,5,CHI,Larry Cannon,La Salle University,4,19,335,117,36,52,.386,,.679,17.6,6.2,1.9,2.7,-0.2,-.029,-5.1,-0.3
6,6,SDR,Bingo Smith,University of Tulsa,11,865,22407,10882,3630,1734,.449,.284,.798,25.9,12.6,4.2,2.0,33.3,.071,-1.6,1.5
7,7,SFW,Bob Portman,Creighton University,4,221,2937,1254,729,128,.443,,.780,13.3,5.7,3.3,0.6,4.4,.071,,
8,8,CIN,Herm Gilliam,Purdue University,8,578,15026,6252,2175,2225,.441,,.792,26.0,10.8,3.8,3.8,20.8,.066,-0.7,2.2
9,9,BOS,Jo Jo White,University of Kansas,12,837,29941,14399,3345,4095,.444,.167,.834,35.8,17.2,4.0,4.9,54.0,.087,-0.6,6.9
10,10,ATL,Butch Beard,University of Louisville,9,605,14283,5622,2042,2189,.487,,.771,23.6,9.3,3.4,3.6,32.8,.110,1.6,8.8
11,11,NYK,John Warren,St. John's University,5,303,4931,1814,687,564,.430,,.827,16.3,6.0,2.3,1.9,4.3,.042,-3.5,-0.3
12,12,LAL,Willie McCarter,Drake University,3,155,2842,1090,248,304,.402,,.656,18.3,7.0,1.6,2.0,-1.0,-.018,,
13,13,PHI,Bud Ogden,Santa Clara University,2,74,490,257,106,48,.445,,.692,6.6,3.5,1.4,0.6,0.7,.072,,
14,14,BAL,Mike Davis,Virginia Union University,4,204,4298,2189,470,365,.424,,.772,21.1,10.7,2.3,1.8,4.8,.054,,
15,15,LAL,Rick Roberson,University of Cincinnati,7,423,10356,3826,3522,591,.440,,.585,24.5,9.0,8.3,1.4,14.6,.068,-1.9,0.1
16,16,CHI,Simmie Hill,West Texas A&M University,,,,,,,,,,,,,,,,,
17,17,MIL,Bob Greacen,Rutgers University,2,43,335,111,65,40,.372,,.600,7.8,2.6,1.5,0.9,-0.1,-.015,,
18,18,SEA,Ronald Taylor,University of Southern California,,,,,,,,,,,,,,,,,
19,19,DET,Willie Norwood,Alcorn State University,7,430,7341,3209,1597,364,.488,,.697,17.1,7.5,3.7,0.8,17.6,.115,-0.8,1.5
20,20,CHI,Ken Spain,University of Houston,,,,,,,,,,,,,,,,,
21,21,SDR,Bernie Williams,La Salle University,2,128,1936,890,240,278,.371,,.808,15.1,7.0,1.9,2.2,-0.2,-.005,,
22,22,SFW,Ed Siudet,College of the Holy Cross,,,,,,,,,,,,,,,,,
23,23,CHI,Johnny Baum,Temple University,2,65,556,292,129,31,.414,,.690,8.6,4.5,2.0,0.5,0.3,.026,,
24,24,PHO,Gene Williams,Kansas State University,,,,,,,,,,,,,,,,,
25,25,ATL,Wally Anderzunas,Creighton University,1,44,370,159,82,9,.392,,.630,8.4,3.6,1.9,0.2,-0.2,-.023,,
26,26,NYK,Bill Bunting,University of North Carolina,,,,,,,,,,,,,,,,,
27,27,LAL,Dick Garrett,Southern Illinois University,5,339,8729,3475,1004,849,.423,,.863,25.7,10.3,3.0,2.5,6.0,.033,-7.3,-0.4
28,28,PHI,Willie Taylor,LeMoyne College,,,,,,,,,,,,,,,,,
29,29,BAL,Willie Scott,Alabama State University,,,,,,,,,,,,,,,,,
30,30,PHO,Floyd Kerr,Colorado State University,,,,,,,,,,,,,,,,,
