ranker,pick_overall,team_id,player,college_name,seasons,g,mp,pts,trb,ast,fg_pct,fg3_pct,ft_pct,mp_per_g,pts_per_g,trb_per_g,ast_per_g,ws,ws_per_48,bpm,vorp
1,1,POR,Mychal Thompson,University of Minnesota,12,935,27764,12810,6951,2141,.504,.083,.655,29.7,13.7,7.4,2.3,59.1,.102,0.6,18.2
2,2,KCK,Phil Ford,University of North Carolina,7,482,13503,5594,854,3083,.467,.210,.820,28.0,11.6,1.8,6.4,23.3,.083,-2.1,-0.4
3,3,IND,Rick Robey,University of Kentucky,8,493,8824,3723,2301,611,.501,.125,.650,17.9,7.6,4.7,1.2,15.8,.086,-1.5,1.1
4,4,NYK,Micheal Ray Richardson,University of Montana,8,556,18589,8253,3056,3899,.457,.220,.690,33.4,14.8,5.5,7.0,35.2,.091,3.5,25.9
5,5,GSW,Purvis Short,Jackson State University,12,842,24549,14607,3625,2123,.474,.282,.824,29.2,17.3,4.3,2.5,51.1,.100,-0.1,11.6
6,6,BOS,Larry Bird,Indiana State University,13,897,34443,21791,8974,5695,.496,.376,.886,38.4,24.3,10.0,6.3,145.8,.203,7.2,79.7
7,7,POR,Ron Brewer,University of Arkansas,8,501,12892,5971,971,920,.459,.248,.824,25.7,11.9,1.9,1.8,17.3,.065,-2.3,-0.8
8,8,BOS,Freeman Williams,Portland State University,6,323,6606,4738,510,516,.467,.331,.824,20.5,14.7,1.6,1.6,10.0,.072,-3.2,-2.1
9,9,CHI,Reggie Theus,"University of Nevada, Las Vegas",13,1026,34603,19015,3349,6453,.471,.252,.826,33.7,18.5,3.3,6.3,66.9,.093,0.1,18.4
10,10,ATL,Butch Lee,Marquette University,2,96,1834,773,137,307,.450,,.761,19.1,8.1,1.4,3.2,2.4,.062,-2.7,-0.3
11,11,NOJ,James Hardy,University of San Francisco,4,249,5379,1410,1312,315,.481,.333,.700,21.6,5.7,5.3,1.3,6.3,.056,-0.9,1.5
12,12,MIL,George Johnson,St. John's University,8,464,9878,4214,2610,817,.463,.189,.779,21.3,9.1,5.6,1.8,14.1,.068,-0.6,3.4
13,13,NJN,Winford Boynes,University of San Francisco,3,177,3035,1478,363,207,.435,.000,.783,17.1,8.4,2.1,1.2,0.9,.014,-4.9,-2.2
14,14,WSB,Roger Phegley,Bradley University,6,345,5803,3011,702,486,.470,.253,.834,16.8,8.7,2.0,1.4,8.5,.071,-2.4,-0.6
15,15,CLE,Mike Mitchell,Auburn University,10,759,24537,15016,4246,1010,.493,.216,.779,32.3,19.8,5.6,1.3,50.2,.098,-1.9,0.4
16,16,ATL,Jack Givens,University of Kentucky,2,156,2601,1040,456,142,.401,.000,.791,16.7,6.7,2.9,0.9,4.3,.079,-1.5,0.3
17,17,DEN,Rod Griffin,Wake Forest University,,,,,,,,,,,,,,,,,
18,18,WSB,Dave Corzine,DePaul University,13,891,20772,7615,5262,1477,.484,.189,.747,23.3,8.5,5.9,1.7,37.3,.086,-0.2,9.3
19,19,PHO,Marty Byrnes,Syracuse University,4,263,4254,1495,586,409,.463,.326,.736,16.2,5.7,2.2,1.6,4.2,.048,-3.0,-1.1
20,20,SAS,Frankie Sanders,Southern University and A&M College,2,69,665,352,131,69,.430,,.822,9.6,5.1,1.9,1.0,0.5,.038,-3.5,-0.3
21,21,DEN,Mike Evans,Kansas State University,9,591,9858,4531,808,1514,.452,.307,.807,16.7,7.7,1.4,2.6,9.3,.045,-3.5,-3.7
22,22,GSW,Raymond Townsend,"University of California, Los Angeles",3,154,2025,745,157,217,.411,.171,.703,13.1,4.8,1.0,1.4,1.0,.023,-4.6,-1.3
23,23,DET,Terry Tyler,University of Detroit Mercy,11,871,21740,8868,4675,1039,.484,.122,.703,25.0,10.2,5.4,1.2,40.8,.090,0.1,11.4
24,24,POR,Keith Herron,Villanova University,3,124,2620,1219,242,174,.438,.167,.858,21.1,9.8,2.0,1.4,3.2,.058,-2.8,-0.6
25,25,ATL,Rick Wilson,University of Louisville,2,66,648,194,79,83,.393,,.560,9.8,2.9,1.2,1.3,0.2,.013,-3.5,-0.2
26,26,LAL,Ron Carter,Virginia Military Institute,2,59,449,176,64,34,.429,,.623,7.6,3.0,1.1,0.6,-0.2,-.017,-5.9,-0.4
27,27,IND,Wayne Radford,Indiana University,1,52,649,202,68,57,.474,,.800,12.5,3.9,1.3,1.1,0.7,.049,-2.9,-0.2
28,28,HOU,Buster Matheney,University of Utah,,,,,,,,,,,,,,,,,
29,29,DET,John Long,University of Detroit Mercy,14,893,22680,12131,2492,1738,.467,.322,.862,25.4,13.6,2.8,1.9,32.0,.068,-1.8,1.2
30,30,BOS,Jeff Judkins,University of Utah,5,272,3421,1482,427,282,.478,.315,.812,12.6,5.4,1.6,1.0,6.3,.088,-1.9,0.1
31,31,CHI,Marvin Johnson,University of New Mexico,,,,,,,,,,,,,,,,,
32,32,NYK,John Rudd,McNeese State University,1,58,723,184,167,35,.444,,.710,12.5,3.2,2.9,0.6,0.6,.040,-3.4,-0.3
33,33,CLE,Harry Davis,Florida State University,2,44,424,175,72,16,.436,,.689,9.6,4.0,1.6,0.4,0.3,.033,-5.4,-0.4
34,34,NYK,Greg Bunch,"California State University, Fullerton",1,12,97,28,17,4,.346,,.833,8.1,2.3,1.4,0.3,0.1,.046,-4.0,0.0
35,35,NOJ,Tommie Green,Southern University and A&M College,1,59,809,232,68,140,.388,,.762,13.7,3.9,1.2,2.4,-0.3,-.017,-5.2,-0.7
36,36,PHI,Maurice Cheeks,West Texas A&M University,15,1101,34845,12195,3088,7392,.523,.255,.793,31.6,11.1,2.8,6.7,103.5,.143,1.9,33.9
