ranker,pick_overall,team_id,player,college_name,seasons,g,mp,pts,trb,ast,fg_pct,fg3_pct,ft_pct,mp_per_g,pts_per_g,trb_per_g,ast_per_g,ws,ws_per_48,bpm,vorp
1,1,MIL,Kent Benson,Indiana University,11,680,15719,6168,3881,1203,.493,.206,.757,23.1,9.1,5.7,1.8,33.6,.103,0.9,11.3
2,2,KCK,Otis Birdsong,University of Houston,12,696,21627,12544,2072,2260,.506,.274,.655,31.1,18.0,3.0,3.2,48.2,.107,0.3,12.4
3,3,MIL,Marques Johnson,"University of California, Los Angeles",11,691,23694,13892,4817,2502,.518,.152,.739,34.3,20.1,7.0,3.6,79.8,.162,3.6,33.6
4,4,WSB,Greg Ballard,University of Oregon,11,802,22073,9953,4858,1733,.472,.338,.787,27.5,12.4,6.1,2.2,54.0,.117,1.5,19.3
5,5,PHO,Walter Davis,University of North Carolina,15,1033,28859,19521,3053,3878,.511,.272,.851,27.9,18.9,3.0,3.8,76.9,.128,0.6,19.0
6,6,LAL,Kenny Carr,North Carolina State University,10,674,17167,7813,4999,923,.510,.079,.684,25.5,11.6,7.4,1.4,33.6,.094,-1.1,4.0
7,7,NJN,Bernard King,University of Tennessee,14,874,29417,19655,5060,2863,.518,.172,.730,33.7,22.5,5.8,3.3,75.4,.123,1.7,27.5
8,8,SEA,Jack Sikma,Illinois Wesleyan University,14,1107,36943,17287,10816,3488,.464,.328,.849,33.4,15.6,9.8,3.2,112.5,.146,2.5,42.0
9,9,DEN,Tom LaGarde,University of North Carolina,6,312,6194,2376,1593,456,.462,.000,.640,19.9,7.6,5.1,1.5,6.5,.050,-2.4,-0.6
10,10,NYK,Ray Williams,University of Minnesota,10,655,18462,10158,2370,3779,.451,.237,.802,28.2,15.5,3.6,5.8,37.1,.096,1.7,17.4
11,11,MIL,Ernie Grunfeld,University of Tennessee,9,693,12916,5124,1815,1419,.477,.337,.770,18.6,7.4,2.6,2.0,25.0,.093,-0.8,3.9
12,12,BOS,Cedric Maxwell,University of North Carolina at Charlotte,11,835,23769,10465,5261,1862,.546,.053,.784,28.5,12.5,6.3,2.2,78.5,.159,2.8,28.8
13,13,CHI,Tate Armstrong,Duke University,2,92,975,350,88,105,.454,,.800,10.6,3.8,1.0,1.1,0.3,.017,-5.3,-0.8
14,14,ATL,Tree Rollins,Clemson University,18,1156,24028,6249,6750,660,.522,.000,.700,20.8,5.4,5.8,0.6,63.9,.128,2.0,24.3
15,15,LAL,Brad Davis,University of Maryland,15,961,22302,7866,1738,4709,.510,.321,.828,23.2,8.2,1.8,4.9,53.6,.115,-1.1,5.1
16,16,GSW,Rickey Green,University of Michigan,14,946,23271,8870,1819,5221,.469,.207,.807,24.6,9.4,1.9,5.5,47.2,.097,-1.0,5.8
17,17,WSB,Bo Ellis,Marquette University,3,168,1984,613,482,113,.431,.000,.731,11.8,3.6,2.9,0.7,2.5,.060,-2.4,-0.2
18,18,GSW,Wesley Cox,University of Louisville,2,74,813,342,206,23,.412,,.510,11.0,4.6,2.8,0.3,0.1,.007,-6.9,-1.0
19,19,POR,Rich Laurel,Hofstra University,1,10,57,24,10,3,.323,,1.000,5.7,2.4,1.0,0.3,0.0,-.034,-7.2,-0.1
20,20,PHI,Glenn Mosley,Seton Hall University,2,32,242,98,69,21,.409,,.578,7.6,3.1,2.2,0.7,0.2,.042,-3.0,-0.1
21,21,DEN,Anthony Roberts,Oral Roberts University,5,213,3867,1658,837,265,.412,.000,.699,18.2,7.8,3.9,1.2,3.3,.041,-4.3,-2.2
22,22,LAL,Norm Nixon,Duquesne University,10,768,27250,12065,1991,6386,.483,.294,.772,35.5,15.7,2.6,8.3,47.6,.084,-1.3,5.1
23,23,CHI,Mike Glenn,Southern Illinois University,10,593,9617,4496,710,952,.542,.286,.855,16.2,7.6,1.2,1.6,25.3,.126,-1.5,1.2
24,24,BUF,Larry Johnson,University of Kentucky,1,4,38,6,5,7,.231,,.000,9.5,1.5,1.3,1.8,-0.1,-.099,-2.9,0.0
25,25,PHI,Wilson Washington,Old Dominion University,2,100,1700,731,450,57,.497,,.605,17.0,7.3,4.5,0.6,2.1,.060,-3.1,-0.5
26,26,NYK,Glen Gondrezick,"University of Nevada, Las Vegas",6,435,7545,2544,1964,605,.473,.143,.724,17.3,5.8,4.5,1.4,15.9,.101,1.1,5.9
27,27,MIL,Glenn Williams,St. John's University,,,,,,,,,,,,,,,,,
28,28,POR,Kim Anderson,University of Missouri,1,21,224,63,45,15,.312,,.536,10.7,3.0,2.1,0.7,-0.4,-.078,-8.3,-0.4
29,29,IND,Alonzo Bradley,Texas Southern University,3,99,1139,440,151,74,.418,1.000,.703,11.5,4.4,1.5,0.7,-0.2,-.007,-5.6,-1.0
30,30,CHI,Steve Sheppard,University of Maryland,2,106,977,367,178,62,.459,,.633,9.2,3.5,1.7,0.6,0.9,.045,-3.9,-0.5
31,31,KCK,Eddie Owens,"University of Nevada, Las Vegas",1,8,63,21,10,5,.429,,.500,7.9,2.6,1.3,0.6,0.0,.027,-4.9,0.0
32,32,NYK,Toby Knight,University of Notre Dame,4,283,7331,3640,1444,335,.519,.000,.740,25.9,12.9,5.1,1.2,15.7,.103,-0.5,2.8
33,33,CLE,Eddie Jordan,Rutgers University,7,420,8507,3414,788,1595,.414,.224,.763,20.3,8.1,1.9,3.8,8.8,.050,-1.1,1.9
34,34,HOU,Larry Moffett,"University of Nevada, Las Vegas",1,20,110,16,21,7,.294,,.600,5.5,0.8,1.1,0.4,-0.1,-.042,-4.7,-0.1
35,35,CHI,Mark Landsberger,Arizona State University,7,437,7306,2468,2681,236,.481,.000,.522,16.7,5.6,6.1,0.5,12.2,.080,-3.7,-3.1
36,36,DET,Ben Poquette,Central Michigan University,10,718,15763,4899,3731,872,.483,.220,.779,22.0,6.8,5.2,1.2,30.4,.093,-0.2,7.1
37,37,SAS,Jeff Wilkins,Illinois State University,6,454,10004,3575,2574,462,.459,.000,.743,22.0,7.9,5.7,1.0,8.8,.042,-3.9,-4.8
38,38,GSW,Ricky Love,University of Alabama at Huntsville,,,,,,,,,,,,,,,,,
39,39,WSB,Phil Walker,Millersville University of Pennsylvania,1,40,384,178,52,54,.354,,.667,9.6,4.5,1.3,1.4,-0.4,-.045,-6.0,-0.4
40,40,HOU,Robert Reid,St. Mary's University,13,919,25109,10448,4168,2500,.458,.291,.732,27.3,11.4,4.5,2.7,40.3,.077,0.1,13.0
41,41,POR,T.R. Dunn,University of Alabama,14,993,23080,5033,4371,1631,.457,.050,.725,23.2,5.1,4.4,1.6,39.8,.083,1.2,18.5
42,42,PHI,Bob Elliott,University of Arizona,3,141,2324,980,502,204,.494,.333,.649,16.5,7.0,3.6,1.4,3.0,.063,-2.1,-0.1
43,43,PHI,Herm Harris,University of Arizona,,,,,,,,,,,,,,,,,
44,44,NOJ,Essie Hollis,St. Bonaventure University,1,25,154,69,45,6,.400,,.750,6.2,2.8,1.8,0.2,0.1,.022,-4.6,-0.1
45,45,KCK,Bill Paterno,University of Notre Dame,,,,,,,,,,,,,,,,,
46,46,LAL,James Edwards,University of Washington,19,1168,28356,14862,6004,1499,.495,.048,.698,24.3,12.7,5.1,1.3,59.7,.101,-2.0,0.3
47,47,MIL,Gary Yoder,University of Cincinnati,,,,,,,,,,,,,,,,,
48,48,ATL,Sam Smith,"University of Nevada, Las Vegas",2,46,621,315,63,58,.419,.229,.862,13.5,6.8,1.4,1.3,1.1,.082,-2.3,-0.1
49,49,ATL,Eddie Johnson,Auburn University,10,675,19975,10163,1522,3436,.476,.326,.791,29.6,15.1,2.3,5.1,41.0,.098,-0.2,8.9
50,50,NOJ,Tony Hanson,University of Connecticut,,,,,,,,,,,,,,,,,
51,51,IND,Stan Mayhew,Weber State University,,,,,,,,,,,,,,,,,
52,52,SEA,Joe Hassett,Providence College,6,292,3642,1723,307,386,.421,.336,.861,12.5,5.9,1.1,1.3,6.4,.084,-2.5,-0.4
53,53,KCK,John Kuester,University of North Carolina,3,135,1527,451,141,305,.427,.000,.833,11.3,3.3,1.0,2.3,2.0,.064,-3.5,-0.6
54,54,NYK,Lloyd McMillian,"California State University, Long Beach",,,,,,,,,,,,,,,,,
