ranker,pick_overall,team_id,player,college_name,seasons,g,mp,pts,trb,ast,fg_pct,fg3_pct,ft_pct,mp_per_g,pts_per_g,trb_per_g,ast_per_g,ws,ws_per_48,bpm,vorp
1,1,CIN,Hot Rod Hundley,West Virginia University,6,431,9553,3625,1420,1455,.347,,.721,22.2,8.4,3.3,3.4,4.3,.022,,
2,2,DET,Charlie Tyra,University of Louisville,5,348,7811,3091,2567,315,.387,,.672,22.4,8.9,7.4,0.9,5.0,.031,,
3,3,MNL,Jim Krebs,Southern Methodist University,7,515,10661,4128,3177,429,.405,,.755,20.7,8.0,6.2,0.8,12.4,.056,,
4,4,STL,Win Wilfong,University of Memphis,4,268,4810,1826,910,565,.361,,.744,17.9,6.8,3.4,2.1,2.7,.027,,
5,5,NYK,Brendan McCann,St. Bonaventure University,3,41,331,74,50,65,.204,,.700,8.1,1.8,1.2,1.6,-0.6,-.085,,
6,6,PHW,Lennie Rosenbluth,University of North Carolina,2,82,578,342,145,29,.327,,.655,7.0,4.2,1.8,0.4,-0.7,-.057,,
7,7,SYR,George Bon Salle,University of Illinois at Urbana-Champaign,1,3,9,4,2,0,.250,,,3.0,1.3,0.7,0.0,-0.1,-.429,,
8,8,BOS,Sam Jones,North Carolina Central University,12,871,24285,15411,4305,2209,.456,,.803,27.9,17.7,4.9,2.5,92.3,.182,,
9,9,CIN,Dick Duckett,St. John's University,1,34,424,132,56,47,.342,,.889,12.5,3.9,1.6,1.4,0.2,.025,,
10,10,DET,Bob McCoy,Grambling State University,,,,,,,,,,,,,,,,,
11,11,MNL,Harvey Schmidt,University of Illinois at Urbana-Champaign,,,,,,,,,,,,,,,,,
12,12,STL,Jim Palmer,University of Dayton,3,196,3794,1595,1040,165,.413,,.703,19.4,8.1,5.3,0.8,4.5,.057,,
13,13,NYK,Larry Friend,University of California,1,44,569,175,106,47,.327,,.659,12.9,4.0,2.4,1.1,-0.4,-.033,,
14,14,PHW,Jack Sullivan,Mount St. Mary's University,,,,,,,,,,,,,,,,,
15,15,SYR,Jim Morgan,University of Louisville,,,,,,,,,,,,,,,,,
16,16,BOS,Dick O'Neal,Texas Christian University,,,,,,,,,,,,,,,,,
17,17,CIN,Jerry Paulson,Manhattan College,1,6,68,20,10,4,.348,,.667,11.3,3.3,1.7,0.7,0.0,.016,,
18,18,DET,Bill Ebben,University of Detroit Mercy,1,8,50,15,8,4,.214,,.750,6.3,1.9,1.0,0.5,-0.2,-.233,,
19,19,MNL,Jim Spivey,Southeastern Oklahoma State University,,,,,,,,,,,,,,,,,
20,20,STL,John Smyth,University of Notre Dame,,,,,,,,,,,,,,,,,
21,21,NYK,Gary Clark,Syracuse University,,,,,,,,,,,,,,,,,
22,22,PHW,Angelo Lombardo,Manhattan College,,,,,,,,,,,,,,,,,
23,23,SYR,Vince Cohen,Syracuse University,,,,,,,,,,,,,,,,,
24,24,BOS,Chuck Schramm,Western Illinois University,,,,,,,,,,,,,,,,,
25,25,CIN,Jed Dormeyer,University of Minnesota,,,,,,,,,,,,,,,,,
26,26,DET,Kurt Englebert,Saint Joseph's University,,,,,,,,,,,,,,,,,
27,27,MNL,George Brown,Wayne State University,1,1,6,1,1,0,.000,,.500,6.0,1.0,1.0,0.0,0.0,-.308,,
28,28,STL,Hank Nowak,Canisius College,,,,,,,,,,,,,,,,,
29,29,NYK,Rayford Wells,Lenoir-Rhyne College,,,,,,,,,,,,,,,,,
30,30,PHW,Ray Radziszewski,Saint Joseph's University,1,1,6,0,2,1,.000,,,6.0,0.0,2.0,1.0,-0.1,-.496,,
31,31,SYR,Jerry Mallett,Baylor University,,,,,,,,,,,,,,,,,
32,32,BOS,Jim Ashmore,Mississippi State University,,,,,,,,,,,,,,,,,
33,33,CIN,Stewart Murray,Lafayette College,,,,,,,,,,,,,,,,,
34,34,DET,Ron Kramer,University of Michigan,,,,,,,,,,,,,,,,,
35,35,MNL,Gary Thompson,Iowa State University,,,,,,,,,,,,,,,,,
36,36,STL,Al Rochelle,Vanderbilt University,,,,,,,,,,,,,,,,,
37,37,NYK,Lee Marshall,Washington & Lee University,,,,,,,,,,,,,,,,,
38,38,PHW,Jim Radcliffe,Lafayette College,,,,,,,,,,,,,,,,,
39,39,SYR,Frank Nimmo,University of Cincinnati,,,,,,,,,,,,,,,,,
40,40,BOS,Grady Wallace,University of South Carolina,,,,,,,,,,,,,,,,,
41,41,CIN,John Maglio,North Carolina State University,,,,,,,,,,,,,,,,,
42,42,DET,Walt Acamushko,St. Francis College,,,,,,,,,,,,,,,,,
43,43,MNL,Phil Murrell,Drake University,,,,,,,,,,,,,,,,,
44,44,STL,Raymond Downs,University of Texas at Austin,,,,,,,,,,,,,,,,,
45,45,NYK,Jim Humphreys,Saint Michael's College,,,,,,,,,,,,,,,,,
46,46,PHW,Alonzo Lewis,La Salle University,,,,,,,,,,,,,,,,,
47,47,SYR,Lyndon Lee,Oklahoma City University,,,,,,,,,,,,,,,,,
48,48,BOS,Maury King,University of Kansas,2,38,973,226,106,144,.398,,.800,25.6,5.9,2.8,3.8,0.0,.000,,
49,49,CIN,Chet Forte,Columbia University,,,,,,,,,,,,,,,,,
50,50,DET,Carl Boldt,University of San Francisco,,,,,,,,,,,,,,,,,
51,51,MNL,George Ferguson,University of Michigan,,,,,,,,,,,,,,,,,
52,52,STL,Mason Pope,Kentucky Wesleyan College,,,,,,,,,,,,,,,,,
53,53,PHW,Max Jameson,Kentucky State University,,,,,,,,,,,,,,,,,
54,54,SYR,Dick Gaines,Seton Hall University,,,,,,,,,,,,,,,,,
55,55,BOS,Dick Brott,University of Denver,,,,,,,,,,,,,,,,,
56,56,CIN,Bob Daniels,Western Kentucky University,,,,,,,,,,,,,,,,,
57,57,DET,Doug Bolstorff,University of Minnesota,1,3,21,4,0,0,.400,,,7.0,1.3,0.0,0.0,0.0,-.004,,
58,58,MNL,John Haaven,University of North Dakota,,,,,,,,,,,,,,,,,
59,59,STL,Bill Darragh,University of Louisville,,,,,,,,,,,,,,,,,
