trb,trb_per_g,ws_per_48,college_name,fg3_pct,mp,g,ft_pct,player,fg_pct,vorp,seasons,bpm,ast_per_g,pts_per_g,team_id,pts,ast,pick_overall,mp_per_g,ws,ranker
5404,7.7,.075,Purdue University,.000,22838,705,.747,Joe Barry Carroll,.474,7.5,10,-0.7,1.8,17.7,GSW,12455,1264,1,32.4,35.6,1
2519,3.3,.049,University of Louisville,.332,21403,765,.707,Darrell Griffith,.463,3.6,10,-1.3,2.1,16.2,UTA,12391,1627,2,28.0,22.0,2
7122,7.3,.180,University of Minnesota,.261,30118,971,.798,Kevin McHale,.554,33.9,13,2.5,1.7,17.9,BOS,17335,1670,3,31.0,113.0,3
901,1.9,.074,Ohio State University,.132,11586,474,.782,Kelvin Ransey,.454,-1.3,6,-2.4,5.2,11.4,CHI,5380,2480,4,24.4,17.9,4
228,2.2,-.017,Jacksonville University,.333,843,103,.629,James Ray,.428,-0.5,3,-4.2,0.7,3.2,DEN,334,76,5,8.2,-0.3,5
1391,3.4,.080,University of North Carolina,.271,8810,407,.651,Mike O'Koren,.490,3.2,8,-0.5,2.1,8.2,NJN,3355,856,6,21.6,14.6,6
6480,6.9,.111,Duke University,.122,24058,938,.843,Mike Gminski,.465,8.7,14,-0.6,1.3,11.7,NJN,10953,1203,7,25.6,55.9,7
1009,2.2,.103,University of Louisiana at Lafayette,.342,12608,468,.797,Andrew Toney,.500,2.6,8,-1.2,4.2,15.9,PHI,7458,1965,8,26.9,26.9,8
2001,6.3,.085,La Salle University,.152,9372,319,.714,Michael Brooks,.486,7.1,6,1.0,2.6,12.8,SDC,4086,818,9,29.4,16.5,9
473,1.9,.061,University of Iowa,.227,4959,250,.788,Ronnie Lester,.469,-0.8,6,-2.7,4.0,7.3,POR,1816,1003,10,19.8,6.3,10
2785,3.4,.148,"University of California, Los Angeles",.368,24521,810,.872,Kiki Vandeweghe,.525,11.7,13,-0.1,2.1,19.7,DAL,15980,1668,11,30.3,75.6,11
1838,2.3,.083,Indiana University,.271,20021,786,.813,Mike Woodson,.466,4.9,11,-1.0,2.3,14.0,NYK,10981,1822,12,25.5,34.6,12
1200,3.5,.051,Mississippi State University,.000,4487,340,.667,Rickey Brown,.464,-2.7,5,-4.4,0.4,4.4,GSW,1482,119,13,13.2,4.7,13
626,1.3,.057,University of Wisconsin,.225,9305,465,.788,Wes Matthews,.478,-2.2,9,-2.9,4.2,7.9,WSB,3654,1955,14,20.0,11.0,14
1238,4.1,.088,University of Tennessee,.143,5979,305,.716,Reggie Johnson,.505,0.1,4,-1.9,0.9,8.4,SAS,2564,262,15,19.6,11.0,15
