trb,trb_per_g,ws_per_48,college_name,fg3_pct,mp,g,ft_pct,player,fg_pct,vorp,seasons,bpm,ast_per_g,pts_per_g,team_id,pts,ast,pick_overall,mp_per_g,ws,ranker
3881,5.7,.103,Indiana University,.206,15719,680,.757,Kent Benson,.493,11.3,11,0.9,1.8,9.1,MIL,6168,1203,1,23.1,33.6,1
2072,3.0,.107,University of Houston,.274,21627,696,.655,Otis Birdsong,.506,12.4,12,0.3,3.2,18.0,KCK,12544,2260,2,31.1,48.2,2
4817,7.0,.162,"University of California, Los Angeles",.152,23694,691,.739,Marques Johnson,.518,33.6,11,3.6,3.6,20.1,MIL,13892,2502,3,34.3,79.8,3
4858,6.1,.117,University of Oregon,.338,22073,802,.787,Greg Ballard,.472,19.3,11,1.5,2.2,12.4,WSB,9953,1733,4,27.5,54.0,4
3053,3.0,.128,University of North Carolina,.272,28859,1033,.851,Walter Davis,.511,19.0,15,0.6,3.8,18.9,PHO,19521,3878,5,27.9,76.9,5
4999,7.4,.094,North Carolina State University,.079,17167,674,.684,Kenny Carr,.510,4.0,10,-1.1,1.4,11.6,LAL,7813,923,6,25.5,33.6,6
5060,5.8,.123,University of Tennessee,.172,29417,874,.730,Bernard King,.518,27.5,14,1.7,3.3,22.5,NJN,19655,2863,7,33.7,75.4,7
10816,9.8,.146,Illinois Wesleyan University,.328,36943,1107,.849,Jack Sikma,.464,42.0,14,2.5,3.2,15.6,SEA,17287,3488,8,33.4,112.5,8
1593,5.1,.050,University of North Carolina,.000,6194,312,.640,Tom LaGarde,.462,-0.6,6,-2.4,1.5,7.6,DEN,2376,456,9,19.9,6.5,9
2370,3.6,.096,University of Minnesota,.237,18462,655,.802,Ray Williams,.451,17.4,10,1.7,5.8,15.5,NYK,10158,3779,10,28.2,37.1,10
1815,2.6,.093,University of Tennessee,.337,12916,693,.770,Ernie Grunfeld,.477,3.9,9,-0.8,2.0,7.4,MIL,5124,1419,11,18.6,25.0,11
5261,6.3,.159,University of North Carolina at Charlotte,.053,23769,835,.784,Cedric Maxwell,.546,28.8,11,2.8,2.2,12.5,BOS,10465,1862,12,28.5,78.5,12
88,1.0,.017,Duke University,,975,92,.800,Tate Armstrong,.454,-0.8,2,-5.3,1.1,3.8,CHI,350,105,13,10.6,0.3,13
6750,5.8,.128,Clemson University,.000,24028,1156,.700,Tree Rollins,.522,24.3,18,2.0,0.6,5.4,ATL,6249,660,14,20.8,63.9,14
1738,1.8,.115,University of Maryland,.321,22302,961,.828,Brad Davis,.510,5.1,15,-1.1,4.9,8.2,LAL,7866,4709,15,23.2,53.6,15
1819,1.9,.097,University of Michigan,.207,23271,946,.807,Rickey Green,.469,5.8,14,-1.0,5.5,9.4,GSW,8870,5221,16,24.6,47.2,16
482,2.9,.060,Marquette University,.000,1984,168,.731,Bo Ellis,.431,-0.2,3,-2.4,0.7,3.6,WSB,613,113,17,11.8,2.5,17
206,2.8,.007,University of Louisville,,813,74,.510,Wesley Cox,.412,-1.0,2,-6.9,0.3,4.6,GSW,342,23,18,11.0,0.1,18
10,1.0,-.034,Hofstra University,,57,10,1.000,Rich Laurel,.323,-0.1,1,-7.2,0.3,2.4,POR,24,3,19,5.7,0.0,19
69,2.2,.042,Seton Hall University,,242,32,.578,Glenn Mosley,.409,-0.1,2,-3.0,0.7,3.1,PHI,98,21,20,7.6,0.2,20
837,3.9,.041,Oral Roberts University,.000,3867,213,.699,Anthony Roberts,.412,-2.2,5,-4.3,1.2,7.8,DEN,1658,265,21,18.2,3.3,21
1991,2.6,.084,Duquesne University,.294,27250,768,.772,Norm Nixon,.483,5.1,10,-1.3,8.3,15.7,LAL,12065,6386,22,35.5,47.6,22
710,1.2,.126,Southern Illinois University,.286,9617,593,.855,Mike Glenn,.542,1.2,10,-1.5,1.6,7.6,CHI,4496,952,23,16.2,25.3,23
5,1.3,-.099,University of Kentucky,,38,4,.000,Larry Johnson,.231,0.0,1,-2.9,1.8,1.5,BUF,6,7,24,9.5,-0.1,24
450,4.5,.060,Old Dominion University,,1700,100,.605,Wilson Washington,.497,-0.5,2,-3.1,0.6,7.3,PHI,731,57,25,17.0,2.1,25
1964,4.5,.101,"University of Nevada, Las Vegas",.143,7545,435,.724,Glen Gondrezick,.473,5.9,6,1.1,1.4,5.8,NYK,2544,605,26,17.3,15.9,26
,,,St. John's University,,,,,Glenn Williams,,,,,,,MIL,,,27,,,27
45,2.1,-.078,University of Missouri,,224,21,.536,Kim Anderson,.312,-0.4,1,-8.3,0.7,3.0,POR,63,15,28,10.7,-0.4,28
