trb,trb_per_g,ws_per_48,college_name,fg3_pct,mp,g,ft_pct,player,fg_pct,vorp,seasons,bpm,ast_per_g,pts_per_g,team_id,pts,ast,pick_overall,mp_per_g,ws,ranker
2247,9.7,.209,University of Kentucky,.229,7835,232,.783,Anthony Davis,.518,12.6,4,4.4,1.6,20.1,NOH,4671,372,1,33.8,34.1,1
1195,6.1,.084,University of Kentucky,.167,5114,195,.689,Michael Kidd-Gilchrist,.464,0.8,3,-1.4,1.3,9.0,CHA,1750,246,2,26.2,9.0,2
808,3.8,.077,University of Florida,.399,7025,210,.784,Bradley Beal,.421,2.8,4,-0.4,3.0,15.9,WAS,3338,632,3,33.5,11.3,3
659,2.6,.032,Syracuse University,.327,7102,251,.709,Dion Waiters,.412,-1.7,4,-2.9,2.5,13.2,CLE,3324,638,4,28.3,4.7,4
1038,4.6,.055,University of Kansas,.000,3052,228,.538,Thomas Robinson,.468,-1.2,4,-3.5,0.5,4.8,SAC,1095,119,5,13.4,3.5,5
1080,3.9,.139,Weber State University,.369,10271,280,.864,Damian Lillard,.427,12.4,4,2.8,6.2,20.8,POR,5818,1736,6,36.7,29.8,6
1204,4.6,.099,University of North Carolina,.374,7239,264,.745,Harrison Barnes,.444,2.3,4,-0.7,1.4,9.9,GSW,2606,372,7,27.4,14.9,7
701,2.6,.067,University of Washington,.372,6245,269,.808,Terrence Ross,.414,1.3,4,-1.2,0.9,9.0,TOR,2420,239,8,23.2,8.8,8
3219,12.3,.167,University of Connecticut,.250,7667,261,.387,Andre Drummond,.562,5.9,4,1.1,0.6,13.0,DET,3386,151,9,29.4,26.7,9
458,1.9,.018,Duke University,.316,5118,242,.634,Austin Rivers,.404,-2.4,4,-3.8,2.0,7.2,NOH,1735,489,10,21.1,1.9,10
779,3.9,.105,University of Illinois at Urbana-Champaign,.369,3205,198,.822,Meyers Leonard,.494,0.2,4,-1.8,0.7,5.5,POR,1096,134,11,16.2,7.0,11
486,2.6,.111,University of Connecticut,.339,3136,185,.830,Jeremy Lamb,.435,0.7,4,-1.1,1.2,7.8,HOU,1446,214,12,17.0,7.2,12
235,1.7,.018,University of North Carolina,.370,2840,140,.600,Kendall Marshall,.400,-2.6,4,-5.6,5.3,5.2,PHO,730,743,13,20.3,1.1,13
1244,5.3,.108,University of North Carolina,.000,4496,236,.533,John Henson,.539,2.9,4,0.6,1.0,7.9,MIL,1874,236,14,19.1,10.1,14
840,3.5,.058,St. John's University,.303,5344,242,.577,Maurice Harkless,.454,1.4,4,-1.0,0.8,6.6,PHI,1596,191,15,22.1,6.5,15
0,0.0,-.121,Iowa State University,,9,3,,Royce White,.000,0.0,1,-10.4,0.0,0.0,HOU,0,0,16,3.0,0.0,16
1239,4.9,.108,University of North Carolina,.000,5024,253,.773,Tyler Zeller,.503,0.9,4,-1.3,1.0,7.7,DAL,1950,252,17,19.9,11.3,17
980,6.0,.149,University of Kentucky,.330,4035,162,.632,Terrence Jones,.517,3.2,4,1.1,1.1,10.8,HOU,1755,172,18,24.9,12.6,18
716,3.3,.046,St. Bonaventure University,.335,3418,220,.777,Andrew Nicholson,.473,-3.0,4,-5.5,0.5,6.5,ORL,1431,101,19,15.5,3.3,19
503,2.4,.072,,.378,4804,210,.769,Evan Fournier,.437,0.7,4,-1.4,1.8,9.8,DEN,2061,378,20,22.9,7.2,20
1636,7.6,.115,Ohio State University,.275,5418,215,.738,Jared Sullinger,.438,3.5,4,0.6,1.7,11.1,BOS,2389,369,21,25.2,13.0,21
