trb,trb_per_g,ws_per_48,college_name,fg3_pct,mp,g,ft_pct,player,fg_pct,vorp,seasons,bpm,ast_per_g,pts_per_g,team_id,pts,ast,pick_overall,mp_per_g,ws,ranker
5654,8.9,.125,Long Island University,,15187,637,.678,Ray Felix,.412,,9,,0.7,10.9,BLB,6974,456,1,23.8,39.6,3
1552,5.5,.102,University of Washington,,6725,281,.721,Bob Houbregs,.404,,5,,1.8,9.3,MLH,2611,500,2,23.9,14.3,4
228,7.1,.179,Columbia University,,958,32,.759,Jack Molinas,.390,,1,,1.6,11.6,FTW,370,51,3,29.9,3.6,5
554,2.6,.031,Seton Hall University,,5494,215,.717,Richie Regan,.344,,3,,2.9,8.3,ROC,1785,629,4,25.6,3.5,6
3410,5.5,.154,University of Kentucky,,15330,623,.804,Frank Ramsey,.399,,9,,1.8,13.4,BOS,8378,1134,5,24.6,49.2,7
304,3.8,.005,Wofford College,,1093,80,.601,Jim Neal,.301,,2,,0.4,4.4,SYR,350,33,6,13.7,0.1,8
249,3.0,-.055,Hamline University,,1372,84,.738,Jim Fritsche,.309,,2,,0.9,3.9,MNL,326,77,7,16.3,-1.6,9
,,,University of Oregon,,,,,Chet Noe,,,,,,,BOS,,,,,,10
15,0.5,-.123,Long Island University,,220,28,.536,Don Ackerman,.222,,1,,0.8,1.5,NYK,43,23,,7.9,-0.6,11
94,1.3,-.052,Villanova University,,817,74,.766,Larry Hennessy,.334,,2,,1.0,4.5,PHW,331,73,,11.0,-0.9,12
5116,6.9,.166,University of Kentucky,,21731,745,.798,Cliff Hagan,.450,,10,,3.0,18.0,BOS,13447,2242,,29.2,75.1,13
,,,Furman University,,,,,Neil Gordon,,,,,,,NYK,,,,,,14
0,0.0,.010,La Salle University,,1,1,,Norm Grekin,,,1,,0.0,0.0,PHW,0,0,,1.0,0.0,15
,,,College of the Holy Cross,,,,,Earle Markey,,,,,,,BOS,,,,,,16
,,,University of Southern Mississippi,,,,,Thomas Bishop,,,,,,,NYK,,,,,,17
,,,La Salle University,,,,,Fred Ihle,,,,,,,PHW,,,,,,18
852,4.4,.058,George Washington University,,3526,192,.781,Joe Holup,.342,,3,,1.0,7.0,BOS,1347,193,,18.4,4.2,19
3,0.8,.127,Iona College,,23,4,.500,Bob Santini,.500,,1,,0.3,2.8,NYK,11,1,,5.8,0.1,20
,,,West Virginia University Institute of Technology,,,,,Eddie Solomon,,,,,,,PHW,,,,,,21
,,,St. Francis College,,,,,Vernon Stokes,,,,,,,BOS,,,,,,22
,,,University of Southern California,,,,,Don Eby,,,,,,,PHW,,,,,,23
751,4.8,.033,University of Kentucky,,2977,157,.717,Lou Tsioropoulos,.315,,3,,1.1,5.8,BOS,910,165,,19.0,2.1,24
,,,,,,,,Bob Marske,,,,,,,PHW,,,,,,25
,,,Colby College,,,,,Ted Lallier,,,,,,,BOS,,,,,,26
,,,Colgate University,,,,,Bill Dodd,,,,,,,PHW,,,,,,27
,,,Texas State University,,,,,Lewis Gilcrease,,,,,,,BOS,,,,,,28
,,,St. Bonaventure University,,,,,Bob Sassone,,,,,,,PHW,,,,,,29
,,,Saint Louis University,,,,,Tom Lillis,,,,,,,BOS,,,,,,30
,,,Centenary College of Louisiana,,,,,Toar Hester,,,,,,,PHW,,,,,,31
,,,University of Kansas,,,,,Gil Reich,,,,,,,BOS,,,,,,32
,,,Saint Joseph's University,,,,,John Doogan,,,,,,,PHW,,,,,,33
,,,Whitworth,,,,,Jim Dogerty,,,,,,,BOS,,,,,,34
,,,Saint Anselm College,,,,,Charles Duffley,,,,,,,PHW,,,,,,35
,,,Kansas State University,,,,,Jack Carby,,,,,,,BLB,,,,,,36
,,,Clarion University of Pennsylvania,,,,,Bob Emmercik,,,,,,,BLB,,,,,,37
,,,,,,,,Russ Johnson,,,,,,,BLB,,,,,,38
,,,,,,,,Bob Kraback,,,,,,,BLB,,,,,,39
,,,Georgetown University,,,,,Dennis Murphy,,,,,,,BLB,,,,,,40
1,1.0,-.724,Texas Tech University,,2,1,,Paul Nolen,.000,,1,,0.0,0.0,BLB,0,0,,2.0,0.0,41
389,3.8,.052,University of Oregon,,1342,103,.669,Bob Peterson,.386,,3,,0.8,4.7,BLB,479,78,,13.0,1.5,42
,,,,,,,,Joe Piorkowski,,,,,,,BLB,,,,,,43
31,1.6,-.184,Centenary College of Louisiana,,154,20,.313,Connie Rea,.209,,1,,0.8,1.2,BLB,23,16,,7.7,-0.6,44
,,,DePaul University,,,,,Bill Schyman,,,,,,,BLB,,,,,,45
,,,Pennsylvania State University,,,,,Herman Sledzik,,,,,,,BLB,,,,,,46
,,,North Carolina State University,,,,,Bob Speight,,,,,,,BLB,,,,,,47
,,,,,,,,Don Stemmerich,,,,,,,BLB,,,,,,48
,,,Eastern Kentucky University,,,,,Elmer Tolson,,,,,,,BLB,,,,,,49
,,,,,,,,Edward Walsh,,,,,,,BLB,,,,,,50
,,,Eastern Kentucky University,,,,,Jim Bingham,,,,,,,FTW,,,,,,51
,,,St. Bonaventure University,,,,,Mike Bodnar,,,,,,,FTW,,,,,,52
,,,University of Illinois at Urbana-Champaign,,,,,Jim Bredar,,,,,,,FTW,,,,,,53
,,,Fairleigh Dickinson University,,,,,George Glasgow,,,,,,,FTW,,,,,,54
,,,Siena College,,,,,William Hagan,,,,,,,FTW,,,,,,55
,,,University of Kansas,,,,,Dean Kelley,,,,,,,FTW,,,,,,56
,,,University of Notre Dame,,,,,Norb Lewinski,,,,,,,FTW,,,,,,57
,,,Eastern Kentucky University,,,,,Dick White,,,,,,,FTW,,,,,,58
341,2.6,.026,University of Illinois at Urbana-Champaign,,2479,131,.672,Irv Bemoras,.347,,2,,1.0,6.3,MLH,827,125,,18.9,1.3,59
36,1.8,.039,Georgetown University,,202,20,.615,Bill Bolger,.407,,1,,0.6,2.8,MLH,56,11,,10.1,0.2,60
,,,Columbia University,,,,,Paul Brandt,,,,,,,MLH,,,,,,61
,,,University of Washington,,,,,Joe Cipriano,,,,,,,MLH,,,,,,62
16,1.5,-.138,DePaul University,,91,11,.500,Gene Dyker,.231,,1,,0.5,1.5,MLH,16,5,,8.3,-0.3,63
,,,Seattle University,,,,,Eddie O'Brien,,,,,,,MLH,,,,,,64
,,,Seattle University,,,,,John O'Brien,,,,,,,MLH,,,,,,65
,,,Kansas State University,,,,,Bob Rousey,,,,,,,MLH,,,,,,66
,,,Utah State University,,,,,Darrell Tucker,,,,,,,MLH,,,,,,67
,,,University of Tennessee,,,,,Doug Atkins,,,,,,,MNL,,,,,,68
,,,Xavier University,,,,,Hank Budde,,,,,,,MNL,,,,,,69
,,,College of William & Mary,,,,,Bill Chambers,,,,,,,MNL,,,,,,70
,,,Brigham Young University,,,,,Harold Christensen,,,,,,,MNL,,,,,,71
6,0.6,.040,DePaul University,,59,10,.875,Ron Feiereisel,.286,,1,,0.6,3.0,MNL,30,6,,5.9,0.0,72
,,,University of Southern California,,,,,Ken Flowers,,,,,,,MNL,,,,,,73
,,,University of Minnesota,,,,,Bob Gelle,,,,,,,MNL,,,,,,74
,,,Hamline University,,,,,Bob Gussner,,,,,,,MNL,,,,,,75
,,,University of Arkansas,,,,,Walt Kearns,,,,,,,MNL,,,,,,76
,,,University of Idaho,,,,,Hartly Kruger,,,,,,,MNL,,,,,,77
,,,University of Wisconsin-River Falls,,,,,Roger Kuss,,,,,,,MNL,,,,,,78
,,,University of Georgia,,,,,Zippy Morocco,,,,,,,MNL,,,,,,79
,,,Cornell College,,,,,Lloyd Olmstead,,,,,,,MNL,,,,,,80
,,,Brigham Young University,,,,,Joe Richey,,,,,,,MNL,,,,,,81
,,,Georgia Institute of Technology,,,,,Pete Silas,,,,,,,MNL,,,,,,82
,,,Hamline University,,,,,Lloyd Thorgaard,,,,,,,MNL,,,,,,83
,,,University of North Dakota,,,,,Chuck Wolfe,,,,,,,MNL,,,,,,84
66,1.5,.068,Indiana State University,,448,43,.795,Dick Atha,.393,,2,,1.2,3.2,NYK,137,51,,10.4,0.6,85
,,,Iowa State University,,,,,Delmer Diercks,,,,,,,NYK,,,,,,86
,,,Missouri State University,,,,,Forrest Hamilton,,,,,,,NYK,,,,,,87
,,,University of California,,,,,Bob Matheny,,,,,,,NYK,,,,,,88
,,,Canisius College,,,,,Larry O'Connor,,,,,,,NYK,,,,,,89
,,,University of Kentucky,,,,,Richard Prater,,,,,,,NYK,,,,,,90
,,,Springfield College,,,,,Allan Schutts,,,,,,,NYK,,,,,,91
98,2.5,.006,Niagara University,,495,40,.538,Joe Smyth,.348,,1,,1.2,3.3,NYK,131,49,,12.4,0.1,92
2129,4.2,.054,La Salle University,,15860,506,.704,Jack George,.364,,8,,4.3,10.2,PHW,5153,2169,,31.3,17.7,93
,,,Eastern Kentucky University,,,,,Will Bales,,,,,,,ROC,,,,,,94
,,,Georgetown University,,,,,Hugh Beins,,,,,,,ROC,,,,,,95
,,,St. Bonaventure University,,,,,Bill Edwards,,,,,,,ROC,,,,,,96
,,,Bowling Green State University,,,,,Jim Gerber,,,,,,,ROC,,,,,,97
,,,North Carolina State University,,,,,Bob Goss,,,,,,,ROC,,,,,,98
,,,Wheaton College,,,,,Dick Gross,,,,,,,ROC,,,,,,99
,,,Regis University,,,,,Ed Kohl,,,,,,,ROC,,,,,,100
,,,Loyola Marymount University,,,,,John Kurz,,,,,,,ROC,,,,,,101
,,,University of Arkansas,,,,,Gene Lambert,,,,,,,ROC,,,,,,102
,,,Villanova University,,,,,Nick Maguire,,,,,,,ROC,,,,,,103
9,1.3,.802,Syracuse University,,18,7,.750,Frank Reddout,.833,,1,,0.0,1.9,ROC,13,0,,2.6,0.3,104
,,,West Virginia University,,,,,Jim Scottie,,,,,,,ROC,,,,,,105
4142,7.8,.179,Santa Clara University,,14923,529,.826,Kenny Sears,.455,,8,,1.6,13.9,ROC,7355,843,,28.2,55.8,106
,,,Oklahoma State University,,,,,Kendall Sheets,,,,,,,ROC,,,,,,107
,,,George Washington University,,,,,Tex Silverman,,,,,,,ROC,,,,,,108
,,,Hamline University,,,,,Paul Smaagard,,,,,,,ROC,,,,,,109
110,1.7,-.034,University of Detroit Mercy,,611,63,.594,Norm Swanson,.226,,1,,0.5,1.6,ROC,100,33,,9.7,-0.4,110
,,,Miami University,,,,,Will Walls,,,,,,,ROC,,,,,,111
,,,Duquesne University,,,,,Al Bailey,,,,,,,SYR,,,,,,112
,,,Murray State University,,,,,Garrett Beshear,,,,,,,SYR,,,,,,113
,,,University of Tulsa,,,,,Glen Dille,,,,,,,SYR,,,,,,114
,,,University of Denver,,,,,Joe Hughes,,,,,,,SYR,,,,,,115
,,,Utah State University,,,,,Bill Hull,,,,,,,SYR,,,,,,116
,,,LeMoyne College,,,,,Bill Jenkins,,,,,,,SYR,,,,,,117
1206,3.5,.097,St. Bonaventure University,,6778,345,.758,Billy Kenville,.363,,6,,2.1,7.1,SYR,2434,715,,19.6,13.7,118
17,3.4,.183,Kansas State University,,47,5,.636,Dick Knostman,.300,,1,,1.2,2.6,SYR,13,6,,9.4,0.2,119
,,,Manhattan College,,,,,Andy McGowan,,,,,,,SYR,,,,,,120
,,,Georgetown University,,,,,Gerald Nappy,,,,,,,SYR,,,,,,121
,,,University of Tulsa,,,,,Warren Shackelford,,,,,,,SYR,,,,,,122
