trb,trb_per_g,ws_per_48,college_name,fg3_pct,mp,g,ft_pct,player,fg_pct,vorp,seasons,bpm,ast_per_g,pts_per_g,team_id,pts,ast,pick_overall,mp_per_g,ws,ranker
3068,3.8,.112,University of Michigan,,22213,817,.827,Cazzie Russell,.464,0.1,12,-2.0,2.2,15.1,NYK,12377,1838,1,27.2,51.7,1
3420,3.8,.101,Syracuse University,,32769,901,.775,Dave Bing,.441,8.5,12,0.6,6.0,20.3,DET,18327,5397,2,36.4,68.8,2
7626,10.3,.081,Vanderbilt University,,19885,742,.614,Clyde Lee,.432,-0.6,10,-2.4,1.1,7.7,SFW,5733,788,3,26.8,33.5,3
3926,4.4,.131,University of Minnesota,,29794,890,.797,Lou Hudson,.489,5.9,13,0.1,2.7,20.2,STL,17940,2432,4,33.5,81.0,4
4405,5.2,.116,Duke University,,24590,849,.843,Jack Marin,.465,-1.4,11,-2.8,2.1,14.8,BAL,12541,1813,5,29.0,59.3,5
3243,5.5,.044,University of Kansas,,10306,590,.630,Walt Wesley,.434,-0.1,10,-2.8,0.7,8.5,CIN,5002,385,6,17.5,9.5,6
739,3.1,.037,University of Utah,,3691,239,.747,Jerry Chambers,.442,,4,,0.8,8.1,LAL,1931,182,7,15.4,2.8,7
2259,3.1,.092,University of Oregon,,17410,732,.797,Jim Barnett,.435,-0.3,11,-2.2,3.0,11.7,BOS,8536,2232,8,23.8,33.2,8
1446,2.0,.077,Saint Joseph's University,,16603,735,.727,Matt Guokas,.489,-2.2,10,-3.8,3.0,5.8,PHI,4285,2174,9,22.6,26.7,9
76,1.0,-.061,Purdue University,,513,73,.567,Dave Schellhase,.349,,2,,0.8,2.8,CHI,208,60,10,7.0,-0.6,10
177,2.1,-.084,Morehead State University,,712,86,.676,Henry Akin,.351,,2,,0.5,3.5,NYK,304,39,11,8.3,-1.2,11
1555,4.4,.070,University of Detroit Mercy,,4486,357,.679,Dorie Murrey,.425,,6,,0.6,4.7,DET,1683,226,12,12.6,6.5,12
2686,5.1,.023,University of San Francisco,,10374,524,.727,Joe Ellis,.398,-0.4,8,-5.2,1.4,8.8,SFW,4623,716,13,19.8,5.0,13
2732,2.8,.109,Davidson College,,25676,964,.824,Dick Snyder,.488,4.0,13,-0.5,2.9,12.2,STL,11755,2767,14,26.6,58.3,14
685,3.4,.042,Creighton University,,2263,202,.613,Neil Johnson,.426,,4,,1.1,4.0,BAL,798,217,15,11.2,2.0,15
,,,Oklahoma City University,,,,,Jerry Lee Wells,,,,,,,CIN,,,16,,,16
2151,3.9,.094,University of Dayton,,6866,551,.662,Hank Finkel,.449,-0.7,9,-4.9,0.8,5.1,LAL,2790,426,17,12.5,13.5,17
,,,University of Wyoming,,,,,Leon Clark,,,,,,,BOS,,,18,,,18
202,1.4,.033,Villanova University,,1450,144,.673,Bill Melchionni,.412,,2,,1.4,4.4,PHI,640,203,19,10.1,1.0,19
2050,4.8,.048,University of San Francisco,,9541,425,.627,Erwin Mueller,.429,,7,,2.0,7.6,CHI,3248,853,20,22.4,9.6,20
,,,Murray State University,,,,,Stew Johnson,,,,,,,NYK,,,21,,,21
,,,University of Michigan,,,,,Ollie Darden,,,,,,,DET,,,22,,,22
,,,University of Rhode Island,,,,,Stephen Chubin,,,,,,,SFW,,,23,,,23
603,3.3,.028,University of Kentucky,,3139,184,.753,Tommy Kron,.389,,3,,2.8,6.5,STL,1193,518,24,17.1,1.8,24
,,,Idaho State University,,,,,Dave Wagnon,,,,,,,BAL,,,25,,,25
146,2.3,-.125,Oklahoma City University,,429,63,.647,Jim Ware,.284,,2,,0.2,2.3,CIN,143,13,26,6.8,-1.1,26
3965,6.6,.110,University of Southern California,,14316,597,.778,John Block,.433,0.4,10,-1.4,1.3,11.9,LAL,7106,805,27,24.0,32.7,27
,,,Texas Christian University,,,,,Gary Turner,,,,,,,BOS,,,28,,,28
180,2.8,.078,University of Illinois at Urbana-Champaign,,1480,64,.819,Donnie Freeman,.434,0.1,9,-1.8,2.7,10.8,PHI,689,171,29,23.1,2.4,29
,,,Eastern Kentucky University,,,,,Ed Bodkin,,,,,,,CHI,,,30,,,30
