ranker,pick_overall,team_id,player,college_name,seasons,g,mp,pts,trb,ast,fg_pct,fg3_pct,ft_pct,mp_per_g,pts_per_g,trb_per_g,ast_per_g,ws,ws_per_48,bpm,vorp
3,1,CHZ,Bill McGill,University of Utah,3,158,2507,1613,611,168,.486,,.711,15.9,10.2,3.9,1.1,6.7,.128,,
4,2,NYK,Paul Hogue,University of Cincinnati,2,65,1487,409,461,48,.365,,.448,22.9,6.3,7.1,0.7,-1.1,-.036,,
5,3,STL,Zelmo Beaty,Prairie View A&M University,12,570,18348,9107,5949,839,.469,,.750,32.2,16.0,10.4,1.5,58.2,.152,-2.3,-0.1
6,4,SYR,Len Chappell,Wake Forest University,9,591,10596,5621,3113,434,.452,,.691,17.9,9.5,5.3,0.7,19.0,.086,,
7,5,SFW,Wayne Hightower,University of Kansas,5,316,7240,2848,1876,337,.359,,.749,22.9,9.0,5.9,1.1,3.7,.025,,
8,6,LAL,Leroy Ellis,St. John's University,14,1048,27520,10176,8709,1405,.442,,.728,26.3,9.7,8.3,1.3,46.3,.081,-0.7,1.9
9,7,BOS,John Havlicek,Ohio State University,16,1270,46471,26395,8007,6114,.439,,.815,36.6,20.8,6.3,4.8,131.7,.136,1.4,12.5
10,8,CHZ,Terry Dischinger,Purdue University,9,652,17841,9012,3646,1151,.506,,.758,27.4,13.8,5.6,1.8,56.3,.152,,
11,9,NYK,John Rudometkin,University of Southern California,3,131,1644,822,412,72,.399,,.743,12.5,6.3,3.1,0.5,1.0,.030,,
12,10,STL,Bob Duffy,Colgate University,3,94,1123,400,104,167,.396,,.649,11.9,4.3,1.1,1.8,0.5,.022,,
13,11,DET,Kevin Loughery,St. John's University,11,755,22208,11575,2254,2803,.413,,.803,29.4,15.3,3.0,3.7,29.8,.064,,
14,12,SYR,Chet Walker,Bradley University,13,1032,33433,18831,7314,2126,.470,,.796,32.4,18.2,7.1,2.1,117.4,.168,2.3,5.6
15,13,CIN,Bud Olsen,University of Louisville,7,369,4218,1592,1111,293,.423,,.553,11.4,4.3,3.0,0.8,3.4,.038,,
16,14,SFW,Hubie White,Villanova University,2,52,467,171,77,40,.329,,.630,9.0,3.3,1.5,0.8,-0.8,-.082,,
17,15,LAL,Gene Wiley,Wichita State University,4,300,6386,1273,2194,252,.471,,.506,21.3,4.2,7.3,0.8,8.4,.063,,
18,16,BOS,Jack Foley,College of the Holy Cross,1,11,83,53,16,5,.392,,.867,7.5,4.8,1.5,0.5,0.1,.057,,
19,17,CHZ,Don Nelson,University of Iowa,14,1053,21685,10898,5192,1526,.480,,.765,20.6,10.3,4.9,1.4,74.6,.165,0.6,3.1
20,18,NYK,Bobby Rascoe,Western Kentucky University,,,,,,,,,,,,,,,,,
21,19,STL,Charlie Hardnett,Grambling State University,3,164,2474,1198,930,103,.423,,.647,15.1,7.3,5.7,0.6,3.0,.058,,
22,20,DET,Harold Hudgens,Texas Tech University,,,,,,,,,,,,,,,,,
23,21,SYR,Porter Meriwether,Tennessee State University,1,31,268,119,29,43,.393,,.697,8.6,3.8,0.9,1.4,0.2,.030,,
24,22,CIN,Chris Appel,University of Southern California,,,,,,,,,,,,,,,,,
25,23,SFW,Dave Fedor,Florida State University,1,7,27,6,6,1,.300,,.000,3.9,0.9,0.9,0.1,-0.1,-.128,,
26,24,LAL,John Green,"University of California, Los Angeles",,,,,,,,,,,,,,,,,
27,25,BOS,Jim Hadnot,Providence College,,,,,,,,,,,,,,,,,
28,26,STL,Chico Vaughn,Southern Illinois University,5,327,7049,2921,733,753,.415,,.728,21.6,8.9,2.2,2.3,10.4,.071,,
29,27,NYK,Cliff Luyk,University of Florida,,,,,,,,,,,,,,,,,
30,28,STL,Jerry Grote,Loyola Marymount University,1,11,33,14,4,4,.545,,1.000,3.0,1.3,0.4,0.4,0.1,.175,,
31,29,DET,Reggie Harding,,4,205,5529,1839,1865,343,.413,,.607,27.0,9.0,9.1,1.7,5.7,.049,,
32,30,SYR,Bob McCully,St. Bonaventure University,,,,,,,,,,,,,,,,,
33,31,CIN,Jack Thobe,Xavier University,,,,,,,,,,,,,,,,,
34,32,SFW,Garry Roggenburk,University of Dayton,,,,,,,,,,,,,,,,,
35,33,LAL,Jan Loudermilk,Southern Methodist University,,,,,,,,,,,,,,,,,
36,34,BOS,Roger Strickland,Jacksonville University,1,1,4,2,0,0,.333,,,4.0,2.0,0.0,0.0,0.0,-.224,,
37,35,CHZ,Cornell Green,Utah State University,,,,,,,,,,,,,,,,,
38,36,NYK,Bob Burgess,Marshall University,,,,,,,,,,,,,,,,,
39,37,STL,Tom Hatton,University of Dayton,,,,,,,,,,,,,,,,,
40,38,DET,Lindbergh Moody,University of South Carolina,,,,,,,,,,,,,,,,,
41,39,SYR,John Windsor,Stanford University,1,11,68,27,26,2,.370,,.875,6.2,2.5,2.4,0.2,0.1,.091,,
42,40,CIN,Mike Wroblewski,Kansas State University,,,,,,,,,,,,,,,,,
43,41,SFW,Jack Jackson,Virginia Union University,,,,,,,,,,,,,,,,,
44,42,LAL,Art Whisnant,University of South Carolina,,,,,,,,,,,,,,,,,
45,43,BOS,Gary Daniels,The Citadel,,,,,,,,,,,,,,,,,
46,44,CHZ,Bill Hanson,University of Washington,,,,,,,,,,,,,,,,,
47,45,NYK,Ken Stanley,University of the Pacific,,,,,,,,,,,,,,,,,
48,46,STL,Jay Carty,Oregon State University,1,28,192,76,58,11,.382,,.727,6.9,2.7,2.1,0.4,-0.1,-.017,,
49,47,DET,Ed Noe,Morehead State University,,,,,,,,,,,,,,,,,
50,48,SYR,Larry Van Eman,Wichita State University,,,,,,,,,,,,,,,,,
51,49,CIN,Jerry Foster,Drake University,,,,,,,,,,,,,,,,,
52,50,SFW,Jim Hudock,University of North Carolina,,,,,,,,,,,,,,,,,
53,51,LAL,Bucky Keller,Virginia Polytechnic Institute and State University,,,,,,,,,,,,,,,,,
54,52,BOS,Jim Hooley,Boston College,,,,,,,,,,,,,,,,,
55,53,CHZ,Jack Ardon,Tulane University,,,,,,,,,,,,,,,,,
56,54,NYK,Richie Swartz,Hofstra University,,,,,,,,,,,,,,,,,
57,55,STL,Bob McAteer,La Salle University,,,,,,,,,,,,,,,,,
58,56,DET,John Bradley,Lawrence University,,,,,,,,,,,,,,,,,
59,57,SYR,Bob Sharpenter,Georgetown University,,,,,,,,,,,,,,,,,
60,58,CIN,Gary Cunningham,"University of California, Los Angeles",,,,,,,,,,,,,,,,,
61,59,SFW,Howie Montgomery,University of Texas-Pan American,1,20,364,144,69,21,.425,,.609,18.2,7.2,3.5,1.1,0.1,.018,,
62,60,BOS,Clyde Arnold,Duquesne University,,,,,,,,,,,,,,,,,
63,61,CHZ,Larry Pursiful,University of Kentucky,,,,,,,,,,,,,,,,,
64,62,NYK,Warren Fouts,University of Oklahoma,,,,,,,,,,,,,,,,,
65,63,STL,Terry Ball,Washington State University,,,,,,,,,,,,,,,,,
