ranker,pick_overall,team_id,player,college_name,seasons,g,mp,pts,trb,ast,fg_pct,fg3_pct,ft_pct,mp_per_g,pts_per_g,trb_per_g,ast_per_g,ws,ws_per_48,bpm,vorp
98,98,DET,Harry Laurie,Saint Peter's College,,,,,,,,,,,,,,,,,
99,99,SFW,Walt Platkowski,Bowling Green State University,,,,,,,,,,,,,,,,,
100,100,NYK,Bobby Hooper,University of Dayton,,,,,,,,,,,,,,,,,
101,101,LAL,John Smith,University of Southern Colorado,,,,,,,,,,,,,,,,,
102,102,BOS,Julius Keye,Alcorn State University,,,,,,,,,,,,,,,,,
103,103,ATL,Marin Baietti,Manhattan College,,,,,,,,,,,,,,,,,
104,104,PHI,Melvin Jones,Albany State University,,,,,,,,,,,,,,,,,
105,105,PHO,Brian Clare,University of Denver,,,,,,,,,,,,,,,,,
106,106,MIL,Elbert Miller,"University of Nevada, Las Vegas",,,,,,,,,,,,,,,,,
107,107,SDR,John Schetzsle,Ashland University,,,,,,,,,,,,,,,,,
108,108,SEA,Jimmy Smith,Utah State University,,,,,,,,,,,,,,,,,
109,109,CHI,Corky Bell,Loyola University of Chicago,,,,,,,,,,,,,,,,,
110,110,BAL,Wayne Chapman,Western Kentucky University,,,,,,,,,,,,,,,,,
111,111,CIN,Butch Joyner,Indiana University,,,,,,,,,,,,,,,,,
112,112,DET,Vaughn Harper,Syracuse University,,,,,,,,,,,,,,,,,
113,113,SFW,Art Wilmore,University of San Francisco,,,,,,,,,,,,,,,,,
114,114,NYK,Roger Bohnenstiel,University of Kansas,,,,,,,,,,,,,,,,,
115,115,LAL,George Stone,Marshall University,,,,,,,,,,,,,,,,,
116,116,BOS,Bill Butler,St. Bonaventure University,,,,,,,,,,,,,,,,,
117,117,ATL,Mack Daughty,Albany State University,,,,,,,,,,,,,,,,,
118,118,PHI,Clarence Brookins,Temple University,,,,,,,,,,,,,,,,,
119,119,MIL,Cliff Berger,University of Kentucky,,,,,,,,,,,,,,,,,
120,120,PHO,Mervin Jackson,University of Utah,,,,,,,,,,,,,,,,,
121,121,SDR,Mike Butler,University of Memphis,,,,,,,,,,,,,,,,,
122,122,SEA,Joe Kennedy,Duke University,2,86,1323,454,261,67,.373,,.794,15.4,5.3,3.0,0.8,-0.1,-.003,,
123,123,CHI,Mike Weaver,Northwestern University,,,,,,,,,,,,,,,,,
124,124,BAL,Steve Adelman,Boston College,,,,,,,,,,,,,,,,,
125,125,CIN,Robert Wyendanet,Vanderbilt University,,,,,,,,,,,,,,,,,
126,126,DET,Tom Baack,University of Nebraska,,,,,,,,,,,,,,,,,
127,127,SFW,Bob Heaney,Santa Clara University,,,,,,,,,,,,,,,,,
128,128,NYK,Sylvester Adams,North Carolina Agricultural and Technical State University,,,,,,,,,,,,,,,,,
129,129,LAL,Charles Alford,East Carolina University,,,,,,,,,,,,,,,,,
130,130,BOS,Ivan Leschinsky,Long Island University,,,,,,,,,,,,,,,,,
131,131,ATL,Dwight Waller,Tennessee State University,1,11,29,7,10,1,.222,,.429,2.6,0.6,0.9,0.1,-0.1,-.134,,
132,132,PHI,Greg Cisson,Rider University,,,,,,,,,,,,,,,,,
133,133,PHO,Lee Davis,North Carolina Central University,,,,,,,,,,,,,,,,,
134,134,MIL,Eugene Jones,University of Missouri,,,,,,,,,,,,,,,,,
135,135,SDR,Leonardo Epps,Clark Atlanta University,,,,,,,,,,,,,,,,,
136,136,SEA,Jim Marsh,University of Southern California,1,39,375,119,84,30,.333,,.695,9.6,3.1,2.2,0.8,-0.3,-.036,,
137,137,CHI,Jim McGonigle,Iowa State University,,,,,,,,,,,,,,,,,
138,138,BAL,Al Dixon,Bowling Green State University,,,,,,,,,,,,,,,,,
139,139,CIN,James Robinson,Rochester Institute of Technology,,,,,,,,,,,,,,,,,
140,140,SFW,Jerry Chandler,"University of Nevada, Las Vegas",,,,,,,,,,,,,,,,,
141,141,NYK,Bob Redd,Marshall University,,,,,,,,,,,,,,,,,
142,142,LAL,Harry Singletary,Presbyterian College,,,,,,,,,,,,,,,,,
143,143,BOS,Tom Neimeir,University of Evansville,,,,,,,,,,,,,,,,,
144,144,ATL,Henry Watkins,Tennessee State University,,,,,,,,,,,,,,,,,
145,145,PHI,Bill Soens,University of Miami,,,,,,,,,,,,,,,,,
146,146,MIL,Brad Luchini,Marquette University,,,,,,,,,,,,,,,,,
147,147,PHO,Ron Boone,Idaho State University,13,379,10795,5284,1046,1273,.454,.337,.854,28.5,13.9,2.8,3.4,11.5,.051,-2.0,-0.1
148,148,SDR,Roy Manning,Lane College,,,,,,,,,,,,,,,,,
149,149,SEA,Walt Simon,University of Utah,,,,,,,,,,,,,,,,,
150,150,CHI,John Lallensack,University of Wisconsin-Oshkosh,,,,,,,,,,,,,,,,,
151,151,BAL,Willie Cager,University of Texas at El Paso,,,,,,,,,,,,,,,,,
152,152,CIN,Glynn Saulters,University of Louisiana at Monroe,,,,,,,,,,,,,,,,,
153,153,SFW,Bob Wolfe,University of California,,,,,,,,,,,,,,,,,
154,154,NYK,Pat Moriarty,Guilford College,,,,,,,,,,,,,,,,,
155,155,LAL,Reggie Lacefield,Western Michigan University,,,,,,,,,,,,,,,,,
156,156,BOS,Bill Langheld,Fordham University,,,,,,,,,,,,,,,,,
157,157,ATL,Bill Harris,University of Texas at El Paso,,,,,,,,,,,,,,,,,
158,158,PHI,Ted Campbell,North Carolina Agricultural and Technical State University,,,,,,,,,,,,,,,,,
159,159,MIL,Dave Miller,University of Florida,,,,,,,,,,,,,,,,,
160,160,PHO,Bill Davis,University of Arizona,,,,,,,,,,,,,,,,,
161,161,SDR,Marshall Evans,Lincoln University of Missouri,,,,,,,,,,,,,,,,,
162,162,SEA,Bud Ogden,Santa Clara University,2,74,490,257,106,48,.445,,.692,6.6,3.5,1.4,0.6,0.7,.072,,
163,163,CHI,Herm Gilliam,Purdue University,8,578,15026,6252,2175,2225,.441,,.792,26.0,10.8,3.8,3.8,20.8,.066,-0.7,2.2
164,164,BAL,Rudy Bogad,St. John's University,,,,,,,,,,,,,,,,,
165,165,CIN,Bill Tindall,University of Massachusetts Amherst,,,,,,,,,,,,,,,,,
166,166,NYK,Ken Morehead,Hillside University,,,,,,,,,,,,,,,,,
167,167,LAL,Harvey Mumford,Montana State University,,,,,,,,,,,,,,,,,
168,168,BOS,Art Stephenson,University of Rhode Island,,,,,,,,,,,,,,,,,
169,169,ATL,Frank Standard,University of South Carolina,,,,,,,,,,,,,,,,,
170,170,PHI,Earl Seyfert,Kansas State University,,,,,,,,,,,,,,,,,
171,171,PHO,Pat Hobard,,,,,,,,,,,,,,,,,,
172,172,SDR,Bobby Lewis,North Carolina State University,,,,,,,,,,,,,,,,,
173,173,SEA,Mike Warren,"University of California, Los Angeles",,,,,,,,,,,,,,,,,
174,174,CHI,Dave Carr,University of Washington,,,,,,,,,,,,,,,,,
175,175,BAL,Ernest Sims,East Tennessee State University,,,,,,,,,,,,,,,,,
176,176,CIN,Charles Core,Southeastern Louisiana University,,,,,,,,,,,,,,,,,
177,177,NYK,John Harlow,Princeton University,,,,,,,,,,,,,,,,,
178,178,LAL,John Godfrey,Abilene Christian University,,,,,,,,,,,,,,,,,
179,179,BOS,Keith Hockstein,College of the Holy Cross,,,,,,,,,,,,,,,,,
180,180,ATL,George Hicker,Syracuse University,,,,,,,,,,,,,,,,,
181,181,PHI,Tom Youngdale,Davidson College,,,,,,,,,,,,,,,,,
182,182,SDR,Bill Gaines,East Texas State University,,,,,,,,,,,,,,,,,
183,183,CHI,Mickey McCarthy,Texas Christian University,,,,,,,,,,,,,,,,,
184,184,BAL,Joe Allen,Bradley University,,,,,,,,,,,,,,,,,
185,185,CIN,Mike Drepling,Westminster College of Pennsylvania,,,,,,,,,,,,,,,,,
186,186,NYK,Ed Fellers,Guilford College,,,,,,,,,,,,,,,,,
187,187,LAL,Johnny Baum,Temple University,2,65,556,292,129,31,.414,,.690,8.6,4.5,2.0,0.5,0.3,.026,,
188,188,ATL,Bernie Foster,Point Loma Nazarene University,,,,,,,,,,,,,,,,,
189,189,PHI,George Mack,North Carolina Agricultural and Technical State University,,,,,,,,,,,,,,,,,
190,190,SDR,Chuck Caldwell,University of Missouri-St. Louis,,,,,,,,,,,,,,,,,
191,191,CHI,Fred Holden,University of Louisville,,,,,,,,,,,,,,,,,
192,192,BAL,Dennis Blace,University of San Francisco,,,,,,,,,,,,,,,,,
193,193,CIN,Dick Harris,,,,,,,,,,,,,,,,,,
194,194,NYK,Bob Ferguson,Tennessee Wesleyan College,,,,,,,,,,,,,,,,,
195,195,LAL,Mike Eberle,University of Wyoming,,,,,,,,,,,,,,,,,
196,196,ATL,Terry Allerton,Baldwin-Wallace College,,,,,,,,,,,,,,,,,
197,197,PHI,Joe Crews,Villanova University,,,,,,,,,,,,,,,,,
198,198,SDR,Dave Miller,San Diego State University,,,,,,,,,,,,,,,,,
199,199,CHI,Tom Benedict,Central Washington University,,,,,,,,,,,,,,,,,
200,200,BAL,Greg Morris,Cornell University,,,,,,,,,,,,,,,,,
201,201,CIN,John Howard,University of Cincinnati,,,,,,,,,,,,,,,,,
202,202,NYK,Milt Williams,Lincoln University of Missouri,3,68,645,236,51,125,.424,,.674,9.5,3.5,0.8,1.8,0.7,.051,-3.4,-0.2
203,203,PHI,Nate Ware,Tennessee State University,,,,,,,,,,,,,,,,,
204,204,SDR,Harold Grant,Pepperdine University,,,,,,,,,,,,,,,,,
205,205,CHI,Bob Zoretich,DePaul University,,,,,,,,,,,,,,,,,
206,206,BAL,Art Kenny,Fairfield University,,,,,,,,,,,,,,,,,
207,207,CIN,Larry Humes,University of Evansville,,,,,,,,,,,,,,,,,
208,208,SDR,Bill Corley,University of Connecticut,,,,,,,,,,,,,,,,,
209,209,CHI,Rich Mason,Indiana State University,,,,,,,,,,,,,,,,,
210,210,BAL,Jim LaCour,Seattle University,,,,,,,,,,,,,,,,,
211,211,CIN,Jay Reffords,,,,,,,,,,,,,,,,,,
212,212,CHI,Rich Rirkendal,Norfolk State University,,,,,,,,,,,,,,,,,
213,213,BAL,Ron Woodruff,Midwestern State University,,,,,,,,,,,,,,,,,
214,214,CHI,Willie Horton,University of Delaware,,,,,,,,,,,,,,,,,
