trb,trb_per_g,ws_per_48,college_name,fg3_pct,mp,g,ft_pct,player,fg_pct,vorp,seasons,bpm,ast_per_g,pts_per_g,team_id,pts,ast,pick_overall,mp_per_g,ws,ranker
2444,5.9,.086,Davidson College,,8885,416,.817,Fred Hetzel,.421,,6,,1.1,11.2,SFW,4658,462,1,21.4,15.9,4
5168,6.5,.156,University of Miami,.330,28825,794,.900,Rick Barry,.449,25.8,14,3.2,5.1,23.2,SFW,18395,4017,2,36.3,93.4,5
2453,4.7,.093,Wichita State University,,10494,522,.732,Dave Stallworth,.438,0.1,8,-1.5,1.7,9.3,NYK,4860,872,3,20.1,20.3,6
5615,7.4,.092,University of Evansville,,25750,755,.722,Jerry Sloan,.427,5.1,11,1.3,2.5,14.0,BAL,10571,1925,4,34.1,49.5,7
6638,10.1,.135,University of North Carolina,,22406,654,.720,Billy Cunningham,.446,4.7,11,3.3,4.0,20.8,PHI,13626,2625,5,34.3,63.2,8
6637,8.6,.083,Villanova University,,22668,774,.705,Jim Washington,.449,0.7,11,-1.3,1.4,10.6,STL,8168,1105,6,29.3,39.3,9
791,3.3,.030,Wichita State University,,2171,243,.527,Nate Bowman,.390,,5,,0.7,2.9,CIN,702,162,7,8.9,1.3,10
,,,University of San Francisco,,,,,Ollie Johnson,,,,,,,BOS,,,8,,,11
5,2.5,-.385,Grambling State University,,9,2,.500,Will Frazier,.000,,1,,0.5,0.5,SFW,1,1,9,4.5,-0.1,12
3807,4.1,.114,Indiana University,,31771,921,.790,Dick Van Arsdale,.464,0.9,12,-1.6,3.3,16.4,NYK,15079,3057,10,34.5,75.2,13
3942,4.2,.061,Indiana University,,28682,929,.762,Tom Van Arsdale,.431,-3.1,12,-3.3,2.2,15.3,DET,14232,2085,11,30.9,36.6,14
,,,University of Illinois at Urbana-Champaign,,,,,Tal Brody,,,,,,,BAL,,,12,,,15
9,1.8,-.060,Elon University,,14,5,.750,Jesse Branson,.167,,1,,0.2,1.0,PHI,5,1,13,2.8,0.0,16
,,,University of Arkansas at Pine Bluff,,,,,Hal Blevins,,,,,,,NYK,,,14,,,17
1294,2.6,.130,University of Wyoming,,11569,494,.849,Flynn Robinson,.456,,7,,3.1,14.5,CIN,7147,1516,15,23.4,31.3,18
45,1.5,-.166,Brigham Young University,,171,30,.700,John Fairchild,.258,,1,,0.4,2.0,LAL,60,11,16,5.7,-0.6,19
39,1.4,-.062,Wake Forest University,,92,28,.696,Ron Watts,.261,,2,,0.1,1.4,BOS,40,2,17,3.3,-0.1,20
3449,4.5,.064,"University of California, Los Angeles",,18841,766,.769,Keith Erickson,.435,2.0,12,-0.7,2.6,9.5,SFW,7251,1991,18,24.6,25.2,21
2532,3.2,.071,Ohio Wesleyan University,,12585,790,.756,Barry Clemens,.454,0.0,11,-1.9,1.1,6.7,NYK,5312,905,19,15.9,18.6,22
762,6.4,-.021,University of Notre Dame,,2245,119,.571,Ron Reed,.364,,2,,1.5,8.0,DET,951,173,20,18.9,-1.0,23
,,,Auburn University,,,,,Joe Newton,,,,,,,BAL,,,21,,,24
1398,1.8,.087,Pennsylvania State University,,17277,783,.828,Bob Weiss,.428,0.2,12,-1.8,3.7,7.6,PHI,5989,2931,22,22.1,31.2,25
,,,St. John's University,,,,,Ken McIntyre,,,,,,,STL,,,23,,,26
1928,2.4,.108,Indiana University,,20930,792,.845,Jon McGlocklin,.489,-1.5,11,-3.4,2.9,11.6,CIN,9169,2280,24,26.4,47.1,27
1,0.5,-.117,Georgia Institute of Technology,,7,2,,Jim Caldwell,.000,,1,,0.5,0.0,LAL,0,1,25,3.5,0.0,28
3870,6.8,.065,University of Connecticut,,10439,571,.573,Toby Kimball,.425,0.0,9,-2.1,1.0,6.1,BOS,3470,571,26,18.3,14.2,29
,,,University of Arizona,,,,,Warren Rustand,,,,,,,SFW,,,27,,,30
,,,Manhattan College,,,,,Larry Lembo,,,,,,,NYK,,,28,,,31
,,,Oklahoma State University,,,,,Jim King,,,,,,,DET,,,29,,,32
,,,University of Illinois at Urbana-Champaign,,,,,Skip Thoren,,,,,,,BAL,,,30,,,33
2151,3.9,.094,University of Dayton,,6866,551,.662,Hank Finkel,.449,-0.7,9,-4.9,0.8,5.1,PHI,2790,426,31,12.5,13.5,34
,,,University of Washington,,,,,Lynn Nance,,,,,,,STL,,,32,,,35
4653,5.9,.096,Southern University and A&M College,,25120,789,.805,Bob Love,.429,-1.6,11,-2.7,1.4,17.6,CIN,13895,1123,33,31.8,50.4,36
,,,University of Florida,,,,,Brooks Henderson,,,,,,,LAL,,,34,,,37
,,,Saint Michael's College,,,,,Richie Tarrant,,,,,,,BOS,,,35,,,38
,,,Oklahoma City University,,,,,Eddie Jackson,,,,,,,SFW,,,36,,,39
,,,Hofstra University,,,,,Steve Nisenson,,,,,,,NYK,,,37,,,40
,,,North Carolina Central University,,,,,Ted Manning,,,,,,,DET,,,38,,,41
,,,Miami University,,,,,Charles Dinkens,,,,,,,BAL,,,39,,,42
,,,Villanova University,,,,,Richie Moore,,,,,,,PHI,,,40,,,43
,,,Washington State University,,,,,Theodore Werner,,,,,,,STL,,,41,,,44
,,,Iona College,,,,,Warren Isaac,,,,,,,CIN,,,42,,,45
,,,University of Tennessee,,,,,A.W. Davis,,,,,,,LAL,,,43,,,46
,,,Davidson College,,,,,Don Davidson,,,,,,,BOS,,,44,,,47
,,,Oregon State University,,,,,Jim Jarvis,,,,,,,SFW,,,45,,,48
,,,North Carolina Agricultural and Technical State University,,,,,Warren Davis,,,,,,,NYK,,,46,,,49
,,,High Point University,,,,,Barry Smith,,,,,,,DET,,,47,,,50
,,,Jackson State University,,,,,Lavonne LeFlore,,,,,,,BAL,,,48,,,51
,,,University of Texas-Pan American,,,,,Mitch Edwards,,,,,,,PHI,,,49,,,52
,,,"California State University, Long Beach",,,,,John Rambo,,,,,,,STL,,,50,,,53
,,,Ouachita Baptist University,,,,,Leon Clements,,,,,,,CIN,,,51,,,54
,,,Seattle University,,,,,Theo Cruz,,,,,,,LAL,,,52,,,55
,,,Duke University,,,,,Haskell Tison,,,,,,,BOS,,,53,,,56
,,,University of California,,,,,Dan Wolters,,,,,,,SFW,,,54,,,57
,,,High Point University,,,,,Dale Neel,,,,,,,NYK,,,55,,,58
15,1.9,.056,Duquesne University,,98,8,.818,Willie Somerset,.419,,1,,1.1,5.6,BAL,45,9,56,12.3,0.1,59
,,,Midwestern State University,,,,,John Young,,,,,,,PHI,,,57,,,60
,,,University of Minnesota,,,,,Terry Kunze,,,,,,,STL,,,58,,,61
,,,Miami University,,,,,Jeff Gehring,,,,,,,CIN,,,59,,,62
,,,Idaho State University,,,,,Dwayne Cruze,,,,,,,LAL,,,60,,,63
,,,Lenoir-Rhyne College,,,,,George Deehan,,,,,,,BOS,,,61,,,64
,,,Central State University,,,,,Willie Cotton,,,,,,,SFW,,,62,,,65
,,,Alliance College,,,,,Frank Granat,,,,,,,NYK,,,63,,,66
,,,DePaul University,,,,,Jim Murphy,,,,,,,BAL,,,64,,,67
,,,St. Bonaventure University,,,,,Bob Barnek,,,,,,,PHI,,,65,,,68
,,,University of Portland,,,,,Cincinnatus Powell,,,,,,,STL,,,66,,,69
5525,7.4,.116,University of South Carolina,,17294,743,.770,Jim Fox,.479,2.8,10,-0.2,1.6,9.3,CIN,6945,1201,67,23.3,41.8,70
,,,University of Kansas,,,,,George Unseld,,,,,,,LAL,,,68,,,71
,,,University of North Carolina at Wilmington,,,,,Jay Neary,,,,,,,NYK,,,69,,,72
,,,College of the Holy Cross,,,,,John Wendelkin,,,,,,,BAL,,,70,,,73
