trb,trb_per_g,ws_per_48,college_name,fg3_pct,mp,g,ft_pct,player,fg_pct,vorp,seasons,bpm,ast_per_g,pts_per_g,team_id,pts,ast,pick_overall,mp_per_g,ws,ranker
1990,2.9,.080,University of Notre Dame,.154,19660,682,.804,Austin Carr,.449,4.0,10,-1.0,2.8,15.4,CLE,10473,1878,1,28.8,32.9,1
6620,8.7,.079,"University of California, Los Angeles",.000,25762,760,.685,Sidney Wicks,.459,12.9,10,0.6,3.2,16.8,POR,12803,2437,2,33.9,42.4,2
5962,10.6,.093,Kentucky State University,,17879,562,.579,Elmore Smith,.482,7.0,8,0.3,1.4,13.4,BUF,7541,808,3,31.8,34.7,3
233,1.9,.025,La Salle University,,1205,120,.637,Ken Durrett,.434,-0.9,4,-5.7,0.5,4.0,CIN,484,54,4,10.0,0.6,4
1466,3.9,.059,"California State University, Long Beach",,6863,379,.752,George Trapp,.444,-1.9,6,-3.8,1.0,8.8,ATL,3353,375,5,18.1,8.4,5
2637,2.7,.124,University of Iowa,.373,24422,963,.858,Fred Brown,.478,16.6,13,1.0,3.3,14.6,SEA,14018,3160,6,25.4,63.2,6
1703,5.4,.035,University of Colorado,,6329,318,.675,Cliff Meely,.417,-1.2,5,-3.7,1.3,8.4,HOU,2658,398,7,19.9,4.6,7
1881,6.6,.072,San Jose State University,,6594,287,.592,Darnell Hillman,.466,2.1,9,-0.8,1.4,8.6,GSW,2471,406,8,23.0,9.9,8
905,4.0,.076,University of Oregon,,3451,227,.751,Stan Love,.440,-0.5,4,-3.7,0.8,6.8,BAL,1550,172,9,15.2,5.5,9
46,1.8,.103,Western Kentucky University,,119,25,.469,Clarence Glover,.455,,1,,0.2,2.6,BOS,65,4,10,4.8,0.3,10
4264,7.2,.090,"University of California, Los Angeles",,18277,590,.701,Curtis Rowe,.482,2.0,8,-1.4,1.6,11.6,DET,6873,932,11,31.0,34.1,11
,,,University of Tulsa,,,,,Dana Lewis,,,,,,,PHI,,,12,,,12
1981,3.0,.082,Ohio State University,.226,16994,652,.765,Jim Cleamons,.460,8.0,9,0.1,3.9,8.3,LAL,5412,2531,13,26.1,29.1,13
178,1.1,.075,University of South Carolina,.389,3450,162,.819,John Roche,.468,-1.2,8,-3.4,4.0,8.4,PHO,1358,640,14,21.3,5.4,14
696,3.9,-.020,Eastern Michigan University,,3700,177,.581,Kenny McIntosh,.361,-1.4,4,-4.5,1.0,5.3,CHI,934,173,15,20.9,-1.5,15
1086,2.6,.093,Marquette University,,8554,416,.627,Dean Meminger,.475,2.4,6,-0.4,2.5,6.1,NYK,2552,1046,16,20.6,16.6,16
,,,University of Notre Dame,,,,,Collis Jones,,,,,,,MIL,,,17,,,17
1632,4.7,.041,"University of California, Los Angeles",,5582,350,.594,Steve Patterson,.403,0.4,5,-1.6,1.3,4.4,CLE,1552,443,18,15.9,4.8,18
254,2.1,-.080,Grambling State University,,2080,120,.749,Fred Hilton,.388,,2,,1.6,9.4,BUF,1131,190,19,17.3,-3.5,19
,,,Weber State University,,,,,Willard Sojourner,,,,,,,CHI,,,20,,,20
1221,1.9,.105,Auburn University,.000,12788,636,.809,John Mengelt,.479,-0.4,10,-2.1,2.1,9.8,CIN,6218,1329,21,20.1,27.9,21
410,2.3,.055,Tennessee State University,,3487,178,.786,Ted McClain,.447,0.0,8,-2.0,3.0,5.9,ATL,1058,541,22,19.6,4.0,22
810,4.4,.012,Western Kentucky University,,2705,184,.703,Jim McDaniels,.402,-0.9,5,-4.7,0.9,5.3,SEA,967,170,23,14.7,0.7,23
2494,3.0,.098,University of Utah,.302,24574,837,.870,Mike Newlin,.466,9.3,11,-0.2,4.0,14.9,HOU,12507,3364,24,29.4,50.4,24
201,2.9,-.018,Fordham University,,1227,69,.707,Charlie Yelverton,.389,,1,,1.2,7.9,POR,545,81,25,17.8,-0.5,25
,,,Southwestern Oklahoma State University,,,,,Amos Thomas,,,,,,,BUF,,,26,,,26
,,,Colorado State University,,,,,Richard Fisher,,,,,,,POR,,,27,,,27
,,,Western Kentucky University,,,,,Jim Rose,,,,,,,BOS,,,28,,,28
47,1.0,-.074,University of Baltimore,,322,48,.732,Isaiah Wilson,.356,,1,,0.9,3.5,DET,167,41,29,6.7,-0.5,29
7038,9.3,.115,University of Detroit Mercy,.125,25600,760,.800,Spencer Haywood,.465,5.6,13,-0.8,1.8,19.2,BUF,14592,1351,30,33.7,61.4,30
,,,Creighton University,,,,,Joe Bergman,,,,,,,CIN,,,31,,,31
1872,4.1,.099,Villanova University,,8534,457,.802,Howard Porter,.469,-3.4,7,-3.8,0.5,9.2,CHI,4215,211,32,18.7,17.6,32
,,,University of Nebraska,,,,,Marvin Stewart,,,,,,,PHI,,,33,,,33
,,,Alabama State University,,,,,Gregg Northington,,,,,,,NYK,,,34,,,34
,,,University of New Mexico,,,,,Willie Long,,,,,,,CLE,,,35,,,35
,,,University of Arkansas at Pine Bluff,,,,,Gerald Lockett,,,,,,,CLE,,,36,,,36
1781,2.9,.091,University of Kentucky,.000,14777,610,.796,Larry Steele,.483,8.2,9,0.7,2.8,8.2,POR,5009,1719,37,24.2,28.2,37
,,,Georgia Institute of Technology,,,,,Rich Yunkus,,,,,,,CIN,,,38,,,38
145,1.6,.061,Drake University,,1075,92,.814,Jeff Halliburton,.440,,2,,1.3,6.1,ATL,562,116,39,11.7,1.4,39
6953,8.9,.136,University of Oklahoma,.000,19940,784,.588,Clifford Ray,.524,15.5,10,1.8,2.2,7.4,CHI,5821,1728,40,25.4,56.7,40
15,0.5,.102,University of California,,107,32,.731,Jackie Ridgle,.432,,1,,0.2,1.8,CLE,57,7,41,3.3,0.2,41
143,4.8,.014,Syracuse University,,491,30,.597,William Smith,.431,,2,,0.7,6.8,POR,205,20,42,16.4,0.1,42
93,1.2,.012,Saint Peter's College,,853,79,.724,Rich Rinaldi,.393,-0.1,3,-8.6,0.9,5.0,BAL,393,73,43,10.8,0.2,43
2620,5.2,.107,University of Kansas,.000,10556,508,.814,Dave Robisch,.457,3.4,13,-0.7,1.6,8.7,BOS,4426,813,44,20.8,23.5,44
25,0.9,-.051,Utah State University,,209,28,.667,Marv Roberts,.355,-0.3,6,-8.1,0.7,2.1,DET,58,19,45,7.5,-0.2,45
558,1.4,.036,University of Pennsylvania,,8142,410,.750,Dave Wohl,.430,-2.7,7,-4.3,3.4,6.2,PHI,2553,1397,46,19.9,6.1,46
1122,2.5,.077,Elizabeth City State University,.160,11189,453,.825,Mike Gale,.474,6.6,11,0.3,4.3,7.4,CHI,3372,1965,47,24.7,18.0,47
,,,University of Southern California,,,,,Dennis Layton,,,,,,,PHO,,,48,,,48
624,1.9,.029,University of Texas at El Paso,,4310,333,.799,Dick Gibbs,.402,-2.0,5,-4.8,0.8,5.2,CHI,1739,260,49,12.9,2.6,49
8,0.6,-.134,Tuskegee University,,64,13,1.000,Ken Mayfield,.370,-0.2,1,-12.2,0.3,2.8,NYK,37,4,50,4.9,-0.2,50
,,,Marquette University,,,,,Gary Brell,,,,,,,MIL,,,51,,,51
,,,Hardin-Simmons University,,,,,Cliff Harris,,,,,,,CLE,,,52,,,52
,,,Boston College,,,,,Jimmy O'Brien,,,,,,,BUF,,,53,,,53
,,,La Salle University,,,,,Bobby Fields,,,,,,,POR,,,54,,,54
4,0.4,-.197,University of Notre Dame,,40,9,.222,Sid Catlett,.222,,1,,0.1,0.7,CIN,6,1,55,4.4,-0.2,55
,,,University of Houston,,,,,Jim Welch,,,,,,,ATL,,,56,,,56
,,,Jacksonville University,,,,,Pembroke Burrows,,,,,,,SEA,,,57,,,57
3010,6.2,.138,University of South Carolina,.250,11471,488,.764,Tom Owens,.508,8.8,12,1.1,2.0,11.5,HOU,5612,984,58,23.5,32.9,58
,,,St. Bonaventure University,,,,,Greg Gary,,,,,,,GSW,,,59,,,59
,,,University of Miami,,,,,Willie Allen,,,,,,,BAL,,,60,,,60
218,4.8,.029,Duke University,,700,45,.702,Randy Denton,.402,-0.4,6,-4.4,0.7,5.3,BOS,239,33,61,15.6,0.4,61
,,,Duquesne University,,,,,Jarrett Durham,,,,,,,DET,,,62,,,62
,,,Augusta State University,,,,,Erwin Johnson,,,,,,,PHI,,,63,,,63
230,3.0,.035,University of Kansas,,818,77,.702,Roger Brown,.389,-0.2,5,-3.1,0.3,1.8,LAL,135,25,64,10.6,0.6,64
,,,George Washington University,,,,,Walt Szczerbiak,,,,,,,PHO,,,65,,,65
,,,Saint Louis University,,,,,Jim Irving,,,,,,,CHI,,,66,,,66
,,,Texas A&M University,,,,,Steve Niles,,,,,,,NYK,,,67,,,67
,,,University of Missouri,,,,,Henry Smith,,,,,,,MIL,,,68,,,68
,,,Manhattan College,,,,,Brian Mahoney,,,,,,,CLE,,,69,,,69
,,,Duquesne University,,,,,Garry Nelson,,,,,,,BUF,,,70,,,70
,,,Murray State University,,,,,Hector Blondet,,,,,,,POR,,,71,,,71
,,,Eastern New Mexico University,,,,,Jim Guymond,,,,,,,CIN,,,72,,,72
,,,Loyola University New Orleans,,,,,Tyrone Marionneaux,,,,,,,CIN,,,73,,,73
,,,New Mexico State University,,,,,Jeff Smith,,,,,,,SEA,,,74,,,74
,,,Michigan State University,,,,,Rudy Benjamin,,,,,,,HOU,,,75,,,75
45,1.3,-.181,"University of Nevada, Las Vegas",,166,36,.541,Odis Allison,.218,,1,,0.3,1.9,GSW,67,10,76,4.6,-0.6,76
,,,University of Tennessee,,,,,Don Johnson,,,,,,,BAL,,,77,,,77
,,,Jacksonville University,,,,,Greg Nelson,,,,,,,HOU,,,78,,,78
,,,Savannah State University,,,,,Vincent White,,,,,,,DET,,,79,,,79
,,,Phillips University,,,,,Richard Hood,,,,,,,PHI,,,80,,,80
,,,University of North Carolina,,,,,Lee Dedmon,,,,,,,LAL,,,81,,,81
,,,University of Utah,,,,,Kenneth Gardner,,,,,,,PHO,,,82,,,82
,,,Purdue University,,,,,Larry Weatherford,,,,,,,CHI,,,83,,,83
,,,College of the Holy Cross,,,,,Bob Kissane,,,,,,,PHO,,,84,,,84
20,0.7,.026,Duquesne University,,102,28,.500,Barry Nelson,.417,,1,,0.3,1.3,MIL,35,7,85,3.6,0.1,85
,,,Colorado State University,,,,,Mike Childress,,,,,,,CLE,,,86,,,86
,,,Gannon University,,,,,Glen Summors,,,,,,,BUF,,,87,,,87
,,,Morehead State University,,,,,Jim Day,,,,,,,POR,,,88,,,88
148,3.5,-.038,Wake Forest University,,532,42,.696,Gil McGregor,.363,,1,,0.4,4.1,CIN,171,18,89,12.7,-0.4,89
,,,University of Idaho,,,,,Willie Humes,,,,,,,ATL,,,90,,,90
,,,William Carey College,,,,,Mike Neciase,,,,,,,SEA,,,91,,,91
,,,Rice University,,,,,Garry Reist,,,,,,,HOU,,,92,,,92
1318,2.5,.064,University of California,,9972,521,.756,Charles Johnson,.429,0.1,7,-2.0,1.9,8.1,GSW,4241,973,93,19.1,13.4,93
,,,Mount St. Mary's University,,,,,John Novey,,,,,,,BAL,,,94,,,94
,,,Vanderbilt University,,,,,Thorpe Weber,,,,,,,BOS,,,95,,,95
,,,Providence College,,,,,Jim Larranga,,,,,,,DET,,,96,,,96
26,1.5,-.009,Assumption College,,202,17,.645,Jake Jones,.389,,1,,0.7,4.5,PHI,76,12,97,11.9,0.0,97
,,,Montana State University,,,,,Bill Brickhouse,,,,,,,LAL,,,98,,,98
,,,Kentucky State University,,,,,William Graham,,,,,,,PHO,,,99,,,99
,,,University of Tennessee,,,,,Jim England,,,,,,,CHI,,,100,,,100
,,,Fordham University,,,,,Bill Mainor,,,,,,,NYK,,,101,,,101
,,,Adams State College,,,,,Ed Kemp,,,,,,,MIL,,,102,,,102
,,,Drake University,,,,,Tom Bush,,,,,,,CLE,,,103,,,103
3597,3.7,.092,State University of New York College at Buffalo,.155,31444,976,.781,Randy Smith,.470,19.6,12,0.9,4.6,16.7,BUF,16262,4487,104,32.2,60.1,104
,,,Texas Tech University,,,,,Gene Knolle,,,,,,,POR,,,105,,,105
,,,University of Minnesota,,,,,Ollie Shannon,,,,,,,CIN,,,106,,,106
,,,Savannah State University,,,,,Mike Jordan,,,,,,,ATL,,,107,,,107
,,,Kentucky Wesleyan College,,,,,John Duncan,,,,,,,SEA,,,108,,,108
,,,University of Minnesota,,,,,Eric Hill,,,,,,,HOU,,,109,,,109
,,,University of Dayton,,,,,Ken May,,,,,,,GSW,,,110,,,110
,,,Washington State University,,,,,Dennis Hogg,,,,,,,BAL,,,111,,,111
,,,Florida State University,,,,,Skip Young,,,,,,,BOS,,,112,,,112
,,,Brigham Young University,,,,,Steve Kelly,,,,,,,DET,,,113,,,113
,,,Northeastern State University,,,,,Curtis Ford,,,,,,,PHI,,,114,,,114
,,,Bradley University,,,,,Gene Gathers,,,,,,,LAL,,,115,,,115
,,,Trenton State University,,,,,Ralph Brateris,,,,,,,PHO,,,116,,,116
9161,10.1,.174,Jacksonville University,.077,29685,909,.713,Artis Gilmore,.599,39.6,17,3.3,2.0,17.1,CHI,15579,1777,117,32.7,107.4,117
,,,Henderson State University,,,,,Danny Davis,,,,,,,NYK,,,118,,,118
