trb,trb_per_g,ws_per_48,college_name,fg3_pct,mp,g,ft_pct,player,fg_pct,vorp,seasons,bpm,ast_per_g,pts_per_g,team_id,pts,ast,pick_overall,mp_per_g,ws,ranker
611,3.9,.128,University of Utah,,2507,158,.711,Bill McGill,.486,,3,,1.1,10.2,CHZ,1613,168,1,15.9,6.7,3
461,7.1,-.036,University of Cincinnati,,1487,65,.448,Paul Hogue,.365,,2,,0.7,6.3,NYK,409,48,2,22.9,-1.1,4
5949,10.4,.152,Prairie View A&M University,,18348,570,.750,Zelmo Beaty,.469,-0.1,12,-2.3,1.5,16.0,STL,9107,839,3,32.2,58.2,5
3113,5.3,.086,Wake Forest University,,10596,591,.691,Len Chappell,.452,,9,,0.7,9.5,SYR,5621,434,4,17.9,19.0,6
1876,5.9,.025,University of Kansas,,7240,316,.749,Wayne Hightower,.359,,5,,1.1,9.0,SFW,2848,337,5,22.9,3.7,7
8709,8.3,.081,St. John's University,,27520,1048,.728,Leroy Ellis,.442,1.9,14,-0.7,1.3,9.7,LAL,10176,1405,6,26.3,46.3,8
8007,6.3,.136,Ohio State University,,46471,1270,.815,John Havlicek,.439,12.5,16,1.4,4.8,20.8,BOS,26395,6114,7,36.6,131.7,9
3646,5.6,.152,Purdue University,,17841,652,.758,Terry Dischinger,.506,,9,,1.8,13.8,CHZ,9012,1151,8,27.4,56.3,10
412,3.1,.030,University of Southern California,,1644,131,.743,John Rudometkin,.399,,3,,0.5,6.3,NYK,822,72,9,12.5,1.0,11
104,1.1,.022,Colgate University,,1123,94,.649,Bob Duffy,.396,,3,,1.8,4.3,STL,400,167,10,11.9,0.5,12
2254,3.0,.064,St. John's University,,22208,755,.803,Kevin Loughery,.413,,11,,3.7,15.3,DET,11575,2803,11,29.4,29.8,13
7314,7.1,.168,Bradley University,,33433,1032,.796,Chet Walker,.470,5.6,13,2.3,2.1,18.2,SYR,18831,2126,12,32.4,117.4,14
1111,3.0,.038,University of Louisville,,4218,369,.553,Bud Olsen,.423,,7,,0.8,4.3,CIN,1592,293,13,11.4,3.4,15
77,1.5,-.082,Villanova University,,467,52,.630,Hubie White,.329,,2,,0.8,3.3,SFW,171,40,14,9.0,-0.8,16
