trb,trb_per_g,ws_per_48,college_name,fg3_pct,mp,g,ft_pct,player,fg_pct,vorp,seasons,bpm,ast_per_g,pts_per_g,team_id,pts,ast,pick_overall,mp_per_g,ws,ranker
3333,5.5,.074,,.111,13389,607,.570,Kwame Brown,.492,-0.4,12,-2.1,0.9,6.6,WAS,4035,554,1,22.1,20.8,1
8781,9.2,.159,,.000,27133,951,.645,Tyson Chandler,.589,25.6,15,1.7,0.8,8.7,LAC,8296,800,2,28.5,90.1,2
9647,9.5,.170,,.284,36045,1019,.754,Pau Gasol,.511,50.0,15,3.5,3.2,18.3,ATL,18607,3304,3,35.4,127.4,3
2725,5.2,.080,,1.000,13109,527,.642,Eddy Curry,.545,-5.0,11,-3.5,0.5,12.9,CHI,6820,287,4,24.9,21.7,4
4245,5.0,.097,Michigan State University,.370,29241,857,.707,Jason Richardson,.438,24.4,13,1.3,2.7,17.1,GSW,14644,2284,5,34.1,59.1,5
4082,4.2,.121,Duke University,.384,30004,977,.743,Shane Battier,.437,37.0,13,2.9,1.8,8.6,MEM,8408,1717,6,30.7,75.7,6
1744,5.8,.078,Seton Hall University,.315,6729,303,.671,Eddie Griffin,.377,1.7,5,-1.0,0.8,7.2,NJN,2171,236,7,22.2,10.9,7
2219,3.7,.073,,.167,8403,601,.467,DeSagana Diop,.427,4.3,12,0.0,0.4,2.0,CLE,1185,270,8,14.0,12.8,8
485,2.2,.026,University of North Carolina at Charlotte,.314,3354,218,.749,Rodney White,.424,-1.5,4,-3.8,1.1,7.1,DET,1540,237,9,15.4,1.8,9
4509,4.1,.091,University of Arkansas,.370,39836,1101,.800,Joe Johnson,.441,25.7,15,0.6,4.2,17.0,BOS,18765,4599,10,36.2,75.6,10
347,2.4,.074,Okaloosa-Walton Community College,.274,1935,143,.640,Kedrick Brown,.405,-0.1,4,-2.2,0.7,3.6,BOS,509,103,11,13.5,3.0,11
2784,3.8,.079,,.378,16164,737,.758,Vladimir Radmanovic,.415,7.7,12,-0.1,1.4,8.0,SEA,5879,998,12,21.9,26.5,12
4421,4.2,.119,University of Arizona,.379,31899,1043,.769,Richard Jefferson,.464,19.8,15,0.5,2.2,13.6,HOU,14226,2293,13,30.6,79.3,13
5708,7.8,.121,University of Notre Dame,.388,19921,729,.785,Troy Murphy,.445,9.5,12,-0.1,1.5,10.8,GSW,7860,1088,14,27.3,50.3,14
1264,3.2,.085,DePaul University,.000,5993,400,.485,Steven Hunter,.560,-1.3,8,-2.8,0.2,4.5,ORL,1817,79,15,15.0,10.6,15
27,1.0,-.197,Indiana University,.000,134,27,.500,Kirk Haston,.232,-0.4,2,-13.5,0.3,1.2,CHH,32,8,16,5.0,-0.5,16
591,3.4,.047,Villanova University,.143,2016,173,.511,Michael Bradley,.477,-0.9,5,-3.7,0.5,2.8,TOR,483,93,17,11.7,2.0,17
2706,3.7,.064,Stanford University,.206,14974,735,.647,Jason Collins,.411,0.2,13,-2.0,0.9,3.6,HOU,2621,626,18,20.4,20.1,18
8976,9.4,.118,Michigan State University,.261,30324,951,.763,Zach Randolph,.473,13.1,15,-0.3,1.8,17.0,POR,16149,1712,19,31.9,74.5,19
4875,6.0,.113,University of North Carolina,.000,18680,816,.587,Brendan Haywood,.528,8.4,13,-0.2,0.5,6.8,CLE,5538,442,20,22.9,43.8,20
17,0.7,-.166,University of North Carolina,.000,125,25,.800,Joseph Forte,.234,-0.3,2,-10.1,0.7,1.2,BOS,30,17,21,5.0,-0.4,21
191,2.3,.032,Southern Methodist University,.295,1061,82,.687,Jeryl Sasser,.303,-0.2,2,-2.9,0.8,2.5,ORL,204,67,22,12.9,0.7,22
63,0.6,-.039,Pepperdine University,.333,699,108,.600,Brandon Armstrong,.352,-1.2,3,-8.6,0.2,2.2,HOU,239,24,23,6.5,-0.6,23
194,1.7,.047,,.346,2135,113,.853,Raul Lopez,.429,-0.8,2,-3.5,3.8,6.5,UTA,733,428,24,18.9,2.1,24
4838,5.8,.116,University of Alabama,.312,24731,832,.709,Gerald Wallace,.469,27.3,14,2.4,2.1,11.9,SAC,9933,1725,25,29.7,59.7,25
6942,7.8,.114,Seton Hall University,.083,21646,886,.706,Samuel Dalembert,.521,7.2,13,-0.7,0.5,7.7,PHI,6814,465,26,24.4,51.3,26
1605,2.9,.057,Iowa State University,.299,14443,547,.716,Jamaal Tinsley,.393,5.7,11,-0.4,6.1,8.5,MEM,4652,3330,27,26.4,17.2,27
3023,2.9,.149,,.326,33639,1045,.754,Tony Parker,.495,27.5,15,1.2,5.9,16.7,SAS,17500,6162,28,32.2,104.5,28
1826,2.8,.041,Austin Peay State University,.318,16278,644,.765,Trenton Hassell,.445,-1.3,9,-2.3,1.8,5.8,CHI,3741,1132,29,25.3,13.8,29
2168,3.9,.127,University of Arizona,.351,19351,552,.803,Gilbert Arenas,.421,24.1,11,2.9,5.3,20.7,GSW,11402,2909,30,35.1,51.3,30
13,0.6,-.021,St. John's University,.000,213,22,.500,Omar Cook,.333,-0.2,2,-6.1,2.1,1.7,ORL,37,46,31,9.7,-0.1,31
132,1.1,.000,Clemson University,.298,1584,115,.692,Will Solomon,.378,-1.1,2,-4.7,2.0,5.1,MEM,584,225,32,13.8,0.0,32
377,2.7,.025,University of Maryland,.196,1934,139,.711,Terence Morris,.407,-0.8,3,-3.6,0.7,3.4,ATL,472,93,33,13.9,1.0,33
1034,2.0,.054,University of Southern California,.344,6772,520,.783,Brian Scalabrine,.390,-1.1,11,-2.6,0.8,3.1,NJN,1594,436,34,13.0,7.6,34
43,1.4,-.038,University of Southern California,.462,270,31,.700,Jeff Trepagnier,.337,-0.2,3,-4.8,0.7,2.8,CLE,88,22,35,8.7,-0.2,35
52,1.3,-.100,Syracuse University,.286,351,39,.667,Damone Brown,.336,-0.7,4,-10.3,0.5,2.8,PHI,108,19,36,9.0,-0.7,36
4436,7.0,.142,,.375,18429,634,.797,Mehmet Okur,.458,15.7,10,1.4,1.7,13.5,DET,8561,1089,37,29.1,54.7,37
,,,University of Arizona,,,,,Michael Wright,,,,,,,NYK,,,38,,,38
1985,2.3,.047,"University of California, Los Angeles",.324,19494,878,.703,Earl Watson,.411,1.0,13,-1.8,4.4,6.4,SEA,5593,3871,39,22.2,19.2,39
50,0.9,-.001,Auburn University,.250,468,54,.393,Jamison Brewer,.372,-0.3,4,-4.4,1.0,1.6,IND,89,56,40,8.7,0.0,40
1791,3.8,.084,DePaul University,.396,11513,466,.823,Bobby Simmons,.437,5.4,10,-0.1,1.5,9.0,SEA,4189,710,41,24.7,20.1,41
,,,University of Kansas,,,,,Eric Chenowith,,,,,,,NYK,,,42,,,42
,,,Eastern Illinois University,,,,,Kyle Hill,,,,,,,DAL,,,43,,,43
94,2.1,.096,University of California,.000,550,45,.691,Sean Lampley,.463,-0.2,2,-3.2,0.7,4.5,CHI,203,33,44,12.2,1.1,44
682,3.2,.062,University of Arizona,.143,2428,215,.642,Loren Woods,.419,-0.6,6,-2.9,0.3,2.6,MIN,555,74,45,11.3,3.1,45
,,,,,,,,Ousmane Cisse,,,,,,,DEN,,,46,,,46
62,2.2,.017,,.304,320,28,.850,Antonis Fotsis,.404,-0.2,1,-4.9,0.4,3.9,MEM,108,10,47,11.4,0.1,47
32,2.0,-.002,Ohio State University,,156,16,.333,Ken Johnson,.405,-0.3,1,-10.0,0.0,2.0,MIA,32,0,48,9.8,0.0,48
57,1.3,.027,Georgetown University,,276,44,.556,Ruben Boumtje-Boumtje,.368,-0.2,3,-4.5,0.1,1.0,POR,43,6,49,6.3,0.2,49
124,1.7,.074,University of Houston,,524,73,.697,Alton Ford,.507,-0.6,3,-6.5,0.2,2.5,PHO,186,11,50,7.2,0.8,50
,,,Michigan State University,,,,,Andre Hutson,,,,,,,MIL,,,51,,,51
1579,2.9,.088,Stanford University,.000,8542,542,.699,Jarron Collins,.455,0.5,10,-1.8,0.8,3.9,UTA,2095,419,52,15.8,15.7,52
95,1.3,-.051,University of Cincinnati,.218,1062,75,.746,Kenny Satterfield,.335,-1.1,2,-6.1,2.3,4.3,DAL,321,176,53,14.2,-1.1,53
,,,Saint Louis University,,,,,Maurice Jeffers,,,,,,,SAC,,,54,,,54
,,,,,,,,Robertas Javtokas,,,,,,,SAS,,,55,,,55
36,1.6,.034,Georgia Institute of Technology,,126,23,.500,Alvin Jones,.400,-0.1,1,-4.5,0.1,1.1,PHI,26,3,56,5.5,0.1,56
,,,University of Oregon,,,,,Bryan Bracey,,,,,,,SAS,,,57,,,57
